# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-12 15:03:25 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01449790 Beltzville Lake near Parryville, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01449790
#            TS   parameter     statistic     Description
#        307657       00062     00003     Elevation of reservoir water surface above datum, feet (Mean)
#        307980       00062     00002     Elevation of reservoir water surface above datum, feet (Minimum)
#        307981       00062     00001     Elevation of reservoir water surface above datum, feet (Maximum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	307657_00062_00003	307657_00062_00003_cd	307980_00062_00002	307980_00062_00002_cd	307981_00062_00001	307981_00062_00001_cd
USGS	01449790	2010-01-25	628.51	A	628.06	A	629.15	A
USGS	01449790	2010-01-26	629.45	A	629.15	A	629.60	A
USGS	01449790	2010-01-27	629.03	A	628.68	A	629.35	A
USGS	01449790	2010-01-28	628.34	A	628.08	A	628.68	A
USGS	01449790	2010-01-29	627.94	A	627.87	A	628.08	A
USGS	01449790	2010-01-30	628.08	A	627.97	A	628.16	A
USGS	01449790	2010-01-31	628.23	A	628.16	A	628.29	A
USGS	01449790	2010-02-01	628.30	A	628.25	A	628.33	A
USGS	01449790	2010-02-02	628.17	A	628.09	A	628.25	A
USGS	01449790	2010-02-03	628.04	A	628.01	A	628.09	A
USGS	01449790	2010-02-04	628.00	A	627.98	A	628.02	A
USGS	01449790	2010-02-05	628.00	A	627.99	A	628.04	A
USGS	01449790	2010-02-06	628.09	A	628.04	A	628.11	A
USGS	01449790	2010-02-07	628.12	A	628.10	A	628.13	A
USGS	01449790	2010-02-08	628.12	A	628.10	A	628.13	A
USGS	01449790	2010-02-09	628.07	A	628.04	A	628.10	A
USGS	01449790	2010-02-10	628.07	A	628.04	A	628.12	A
USGS	01449790	2010-02-11	628.09	A	628.05	A	628.12	A
USGS	01449790	2010-02-12	628.02	A	628.01	A	628.06	A
USGS	01449790	2010-02-13	628.00	A	627.98	A	628.01	A
USGS	01449790	2010-02-14	627.96	A	627.94	A	627.98	A
USGS	01449790	2010-02-15	627.93	A	627.91	A	627.95	A
USGS	01449790	2010-02-16	627.91	A	627.89	A	627.92	A
USGS	01449790	2010-02-17	627.93	A	627.91	A	627.94	A
USGS	01449790	2010-02-18	627.95	A	627.94	A	627.96	A
USGS	01449790	2010-02-19	627.97	A	627.95	A	628.00	A
USGS	01449790	2010-02-20	628.02	A	628.00	A	628.05	A
USGS	01449790	2010-02-21	628.07	A	628.05	A	628.10	A
USGS	01449790	2010-02-22	628.12	A	628.10	A	628.13	A
USGS	01449790	2010-02-23	628.12	A	628.11	A	628.14	A
USGS	01449790	2010-02-24	628.10	A	628.04	A	628.14	A
USGS	01449790	2010-02-25	628.00	A	627.97	A	628.04	A
USGS	01449790	2010-02-26	628.00	A	627.98	A	628.01	A
USGS	01449790	2010-02-27	628.00	A	627.99	A	628.01	A
USGS	01449790	2010-02-28	627.98	A	627.96	A	627.99	A
USGS	01449790	2010-03-01	627.97	A	627.95	A	627.99	A
USGS	01449790	2010-03-02	628.02	A	627.99	A	628.06	A
USGS	01449790	2010-03-03	628.09	A	628.06	A	628.11	A
USGS	01449790	2010-03-04	628.08	A	628.06	A	628.09	A
USGS	01449790	2010-03-05	628.06	A	628.04	A	628.07	A
USGS	01449790	2010-03-06	628.04	A	628.04	A	628.05	A
USGS	01449790	2010-03-07	628.05	A	628.04	A	628.06	A
USGS	01449790	2010-03-08	628.07	A	628.06	A	628.08	A
USGS	01449790	2010-03-09	628.08	A	628.07	A	628.09	A
USGS	01449790	2010-03-10	628.06	A	628.04	A	628.07	A
USGS	01449790	2010-03-11	628.03	A	628.02	A	628.05	A
USGS	01449790	2010-03-12	628.07	A	628.03	A	628.19	A
USGS	01449790	2010-03-13	628.48	A	628.19	A	628.99	A
USGS	01449790	2010-03-14	629.90	A	628.99	A	630.80	A
USGS	01449790	2010-03-15	631.31	A	630.80	A	631.47	A
USGS	01449790	2010-03-16	631.24	A	631.02	A	631.41	A
USGS	01449790	2010-03-17	630.70	A	630.33	A	631.02	A
USGS	01449790	2010-03-18	629.91	A	629.47	A	630.33	A
USGS	01449790	2010-03-19	629.05	A	628.77	A	629.47	A
USGS	01449790	2010-03-20	628.56	A	628.35	A	628.77	A
USGS	01449790	2010-03-21	628.11	A	627.86	A	628.35	A
USGS	01449790	2010-03-22	627.76	A	627.69	A	627.87	A
USGS	01449790	2010-03-23	628.05	A	627.86	A	628.16	A
USGS	01449790	2010-03-24	628.16	A	628.14	A	628.17	A
USGS	01449790	2010-03-25	628.10	A	628.03	A	628.16	A
USGS	01449790	2010-03-26	628.00	A	627.98	A	628.04	A
USGS	01449790	2010-03-27	627.96	A	627.92	A	627.98	A
USGS	01449790	2010-03-28	627.88	A	627.85	A	627.92	A
USGS	01449790	2010-03-29	627.98	A	627.91	A	628.00	A
USGS	01449790	2010-03-30	628.04	A	627.91	A	628.37	A
USGS	01449790	2010-03-31	628.68	A	628.37	A	628.79	A
USGS	01449790	2010-04-01	628.74	A	628.66	A	628.79	A
USGS	01449790	2010-04-02	628.53	A	628.43	A	628.66	A
USGS	01449790	2010-04-03	628.32	A	628.18	A	628.43	A
USGS	01449790	2010-04-04	628.01	A	627.82	A	628.18	A
USGS	01449790	2010-04-05	627.73	A	627.68	A	627.82	A
USGS	01449790	2010-04-06	627.80	A	627.75	A	627.84	A
USGS	01449790	2010-04-07	627.88	A	627.84	A	627.94	A
USGS	01449790	2010-04-08	627.98	A	627.94	A	628.05	A
USGS	01449790	2010-04-09	628.11	A	628.05	A	628.14	A
USGS	01449790	2010-04-10	628.11	A	628.09	A	628.14	A
USGS	01449790	2010-04-11	628.05	A	628.00	A	628.09	A
USGS	01449790	2010-04-12	627.97	A	627.96	A	628.01	A
USGS	01449790	2010-04-13	627.97	A	627.96	A	628.00	A
USGS	01449790	2010-04-14	628.01	A	627.99	A	628.03	A
USGS	01449790	2010-04-15	628.03	A	628.03	A	628.04	A
USGS	01449790	2010-04-16	628.06	A	628.04	A	628.15	A
USGS	01449790	2010-04-17	628.24	A	628.15	A	628.30	A
USGS	01449790	2010-04-18	628.33	A	628.30	A	628.35	A
USGS	01449790	2010-04-19	628.30	A	628.18	A	628.36	A
USGS	01449790	2010-04-20	628.12	A	628.07	A	628.18	A
USGS	01449790	2010-04-21	628.08	A	628.05	A	628.10	A
USGS	01449790	2010-04-22	628.05	A	628.03	A	628.08	A
USGS	01449790	2010-04-23	628.02	A	628.01	A	628.05	A
USGS	01449790	2010-04-24	628.01	A	627.99	A	628.02	A
USGS	01449790	2010-04-25	628.13	A	628.01	A	628.27	A
USGS	01449790	2010-04-26	628.34	A	628.27	A	628.40	A
USGS	01449790	2010-04-27	628.16	A	628.08	A	628.28	A
USGS	01449790	2010-04-28	628.06	A	628.03	A	628.08	A
USGS	01449790	2010-04-29	628.11	A	628.08	A	628.14	A
USGS	01449790	2010-04-30	628.15	A	628.14	A	628.16	A
USGS	01449790	2010-05-01	628.16	A	628.15	A	628.17	A
USGS	01449790	2010-05-02	628.15	A	628.14	A	628.16	A
USGS	01449790	2010-05-03	628.20	A	628.12	A	628.27	A
USGS	01449790	2010-05-04	628.01	A	627.97	A	628.12	A
USGS	01449790	2010-05-05	628.00	A	627.99	A	628.02	A
USGS	01449790	2010-05-06	628.04	A	628.02	A	628.05	A
USGS	01449790	2010-05-07	628.05	A	628.04	A	628.08	A
USGS	01449790	2010-05-08	628.08	A	628.05	A	628.10	A
USGS	01449790	2010-05-09	628.10	A	628.09	A	628.11	A
USGS	01449790	2010-05-10	628.10	A	628.08	A	628.12	A
USGS	01449790	2010-05-11	628.06	A	628.04	A	628.09	A
USGS	01449790	2010-05-12	628.15	A	628.07	A	628.18	A
USGS	01449790	2010-05-13	628.06	A	628.03	A	628.11	A
USGS	01449790	2010-05-14	628.06	A	628.02	A	628.15	A
USGS	01449790	2010-05-15	628.18	A	628.15	A	628.20	A
USGS	01449790	2010-05-16	628.22	A	628.20	A	628.24	A
USGS	01449790	2010-05-17	628.22	A	628.18	A	628.25	A
USGS	01449790	2010-05-18	628.15	A	628.12	A	628.18	A
USGS	01449790	2010-05-19	628.09	A	628.07	A	628.12	A
USGS	01449790	2010-05-20	628.04	A	628.02	A	628.07	A
USGS	01449790	2010-05-21	628.03	A	628.01	A	628.06	A
USGS	01449790	2010-05-22	628.09	A	628.06	A	628.12	A
USGS	01449790	2010-05-23	628.15	A	628.12	A	628.19	A
USGS	01449790	2010-05-24	628.20	A	628.19	A	628.21	A
USGS	01449790	2010-05-25	628.16	A	628.15	A	628.19	A
USGS	01449790	2010-05-26	628.14	A	628.13	A	628.15	A
USGS	01449790	2010-05-27	628.10	A	628.06	A	628.13	A
USGS	01449790	2010-05-28	628.06	A	628.04	A	628.07	A
USGS	01449790	2010-05-29	628.08	A	628.07	A	628.10	A
USGS	01449790	2010-05-30	628.12	A	628.10	A	628.13	A
USGS	01449790	2010-05-31	628.13	A	628.12	A	628.13	A
USGS	01449790	2010-06-01	628.13	A	628.11	A	628.14	A
USGS	01449790	2010-06-02	628.11	A	628.10	A	628.13	A
USGS	01449790	2010-06-03	628.08	A	628.06	A	628.10	A
USGS	01449790	2010-06-04	628.07	A	628.06	A	628.09	A
USGS	01449790	2010-06-05	628.06	A	628.06	A	628.08	A
USGS	01449790	2010-06-06	628.05	A	628.03	A	628.06	A
USGS	01449790	2010-06-07	628.03	A	628.02	A	628.04	A
USGS	01449790	2010-06-08	628.04	A	628.03	A	628.05	A
USGS	01449790	2010-06-09	628.09	A	628.04	A	628.20	A
USGS	01449790	2010-06-10	628.22	A	628.18	A	628.25	A
USGS	01449790	2010-06-11	628.13	A	628.12	A	628.18	A
USGS	01449790	2010-06-12	628.12	A	628.11	A	628.13	A
USGS	01449790	2010-06-13	628.13	A	628.11	A	628.17	A
USGS	01449790	2010-06-14	628.17	A	628.13	A	628.19	A
USGS	01449790	2010-06-15	628.10	A	628.09	A	628.13	A
USGS	01449790	2010-06-16	628.09	A	628.09	A	628.13	A
USGS	01449790	2010-06-17	628.16	A	628.13	A	628.18	A
USGS	01449790	2010-06-18	628.18	A	628.17	A	628.19	A
USGS	01449790	2010-06-19	628.18	A	628.18	A	628.19	A
USGS	01449790	2010-06-20	628.18	A	628.17	A	628.19	A
USGS	01449790	2010-06-21	628.16	A	628.14	A	628.18	A
USGS	01449790	2010-06-22	628.12	A	628.10	A	628.14	A
USGS	01449790	2010-06-23	628.08	A	628.07	A	628.10	A
USGS	01449790	2010-06-24	628.06	A	628.05	A	628.07	A
USGS	01449790	2010-06-25	628.06	A	628.06	A	628.08	A
USGS	01449790	2010-06-26	628.08	A	628.07	A	628.09	A
USGS	01449790	2010-06-27	628.09	A	628.08	A	628.10	A
USGS	01449790	2010-06-28	628.11	A	628.09	A	628.12	A
USGS	01449790	2010-06-29	628.12	A	628.11	A	628.12	A
USGS	01449790	2010-06-30	628.10	A	628.09	A	628.12	A
USGS	01449790	2010-07-01	628.08	A	628.07	A	628.10	A
USGS	01449790	2010-07-02	628.05	A	627.99	A	628.08	A
USGS	01449790	2010-07-03	627.90	A	627.80	A	627.99	A
USGS	01449790	2010-07-04	627.70	A	627.61	A	627.80	A
USGS	01449790	2010-07-05	627.51	A	627.42	A	627.61	A
USGS	01449790	2010-07-06	627.35	A	627.33	A	627.42	A
USGS	01449790	2010-07-07	627.36	A	627.34	A	627.37	A
USGS	01449790	2010-07-08	627.38	A	627.37	A	627.39	A
USGS	01449790	2010-07-09	627.40	A	627.39	A	627.41	A
USGS	01449790	2010-07-10	627.46	A	627.41	A	627.51	A
USGS	01449790	2010-07-11	627.53	A	627.51	A	627.55	A
USGS	01449790	2010-07-12	627.57	A	627.55	A	627.62	A
USGS	01449790	2010-07-13	627.65	A	627.62	A	627.68	A
USGS	01449790	2010-07-14	627.94	A	627.68	A	628.04	A
USGS	01449790	2010-07-15	628.04	A	628.03	A	628.05	A
USGS	01449790	2010-07-16	628.06	A	628.05	A	628.08	A
USGS	01449790	2010-07-17	628.09	A	628.08	A	628.11	A
USGS	01449790	2010-07-18	628.12	A	628.11	A	628.13	A
USGS	01449790	2010-07-19	628.16	A	628.12	A	628.22	A
USGS	01449790	2010-07-20	628.22	A	628.18	A	628.24	A
USGS	01449790	2010-07-21	628.14	A	628.11	A	628.18	A
USGS	01449790	2010-07-22	628.09	A	628.06	A	628.14	A
USGS	01449790	2010-07-23	628.09	A	628.07	A	628.15	A
USGS	01449790	2010-07-24	628.15	A	628.14	A	628.17	A
USGS	01449790	2010-07-25	628.19	A	628.16	A	628.22	A
USGS	01449790	2010-07-26	628.21	A	628.18	A	628.23	A
USGS	01449790	2010-07-27	628.14	A	628.10	A	628.18	A
USGS	01449790	2010-07-28	628.06	A	628.02	A	628.10	A
USGS	01449790	2010-07-29	628.02	A	628.01	A	628.04	A
USGS	01449790	2010-07-30	628.01	A	627.96	A	628.03	A
USGS	01449790	2010-07-31	627.87	A	627.78	A	627.96	A
USGS	01449790	2010-08-01	627.71	A	627.64	A	627.78	A
USGS	01449790	2010-08-02	627.55	A	627.43	A	627.64	A
USGS	01449790	2010-08-03	627.33	A	627.29	A	627.43	A
USGS	01449790	2010-08-04	627.33	A	627.31	A	627.35	A
USGS	01449790	2010-08-05	627.35	A	627.34	A	627.37	A
USGS	01449790	2010-08-06	627.37	A	627.36	A	627.38	A
USGS	01449790	2010-08-07	627.38	A	627.37	A	627.39	A
USGS	01449790	2010-08-08	627.39	A	627.38	A	627.40	A
USGS	01449790	2010-08-09	627.38	A	627.31	A	627.40	A
USGS	01449790	2010-08-10	627.21	A	627.11	A	627.31	A
USGS	01449790	2010-08-11	627.02	A	626.92	A	627.11	A
USGS	01449790	2010-08-12	626.83	A	626.76	A	626.92	A
USGS	01449790	2010-08-13	626.69	A	626.66	A	626.77	A
USGS	01449790	2010-08-14	626.68	A	626.67	A	626.69	A
USGS	01449790	2010-08-15	626.73	A	626.69	A	626.80	A
USGS	01449790	2010-08-16	626.83	A	626.80	A	626.86	A
USGS	01449790	2010-08-17	626.88	A	626.86	A	626.90	A
USGS	01449790	2010-08-18	626.90	A	626.89	A	626.91	A
USGS	01449790	2010-08-19	626.92	A	626.91	A	626.93	A
USGS	01449790	2010-08-20	626.91	A	626.87	A	626.93	A
USGS	01449790	2010-08-21	626.82	A	626.78	A	626.87	A
USGS	01449790	2010-08-22	626.77	A	626.75	A	626.79	A
USGS	01449790	2010-08-23	626.74	A	626.71	A	626.77	A
USGS	01449790	2010-08-24	626.78	A	626.76	A	626.79	A
USGS	01449790	2010-08-25	626.80	A	626.79	A	626.81	A
USGS	01449790	2010-08-26	626.82	A	626.81	A	626.83	A
USGS	01449790	2010-08-27	626.83	A	626.82	A	626.84	A
USGS	01449790	2010-08-28	626.84	A	626.83	A	626.84	A
USGS	01449790	2010-08-29	626.85	A	626.84	A	626.86	A
USGS	01449790	2010-08-30	626.86	A	626.85	A	626.86	A
USGS	01449790	2010-08-31	626.86	A	626.86	A	626.87	A
USGS	01449790	2010-09-01	626.83	A	626.72	A	626.87	A
USGS	01449790	2010-09-02	626.56	A	626.40	A	626.72	A
USGS	01449790	2010-09-03	626.21	A	625.96	A	626.40	A
USGS	01449790	2010-09-04	625.68	A	625.40	A	625.96	A
USGS	01449790	2010-09-05	625.12	A	624.83	A	625.40	A
USGS	01449790	2010-09-06	624.55	A	624.28	A	624.83	A
USGS	01449790	2010-09-07	623.99	A	623.71	A	624.28	A
USGS	01449790	2010-09-08	623.41	A	623.12	A	623.71	A
USGS	01449790	2010-09-09	622.82	A	622.52	A	623.12	A
USGS	01449790	2010-09-10	622.22	A	621.92	A	622.52	A
USGS	01449790	2010-09-11	621.63	A	621.33	A	621.92	A
USGS	01449790	2010-09-12	621.08	A	620.80	A	621.33	A
USGS	01449790	2010-09-13	620.52	A	620.26	A	620.80	A
USGS	01449790	2010-09-14	620.00	A	619.77	A	620.26	A
USGS	01449790	2010-09-15	619.52	A	619.24	A	619.77	A
USGS	01449790	2010-09-16	618.97	A	618.76	A	619.24	A
USGS	01449790	2010-09-17	618.53	A	618.14	A	618.76	A
USGS	01449790	2010-09-18	617.66	A	617.19	A	618.14	A
USGS	01449790	2010-09-19	616.71	A	616.23	A	617.19	A
USGS	01449790	2010-09-20	615.80	A	615.48	A	616.23	A
USGS	01449790	2010-09-21	615.17	A	614.78	A	615.48	A
USGS	01449790	2010-09-22	614.36	A	614.01	A	614.78	A
USGS	01449790	2010-09-23	613.62	A	613.23	A	614.01	A
USGS	01449790	2010-09-24	612.93	A	612.81	A	613.23	A
USGS	01449790	2010-09-25	612.75	A	612.69	A	612.81	A
USGS	01449790	2010-09-26	612.62	A	612.56	A	612.69	A
USGS	01449790	2010-09-27	612.54	A	612.52	A	612.56	A
USGS	01449790	2010-09-28	612.63	A	612.55	A	612.70	A
USGS	01449790	2010-09-29	612.75	A	612.70	A	612.78	A
USGS	01449790	2010-09-30	613.30	A	612.78	A	614.19	A
USGS	01449790	2010-10-01	616.01	A	614.19	A	617.36	A
USGS	01449790	2010-10-02	617.96	A	617.36	A	618.41	A
USGS	01449790	2010-10-03	618.69	A	618.41	A	618.92	A
USGS	01449790	2010-10-04	619.15	A	618.92	A	619.37	A
USGS	01449790	2010-10-05	619.62	A	619.37	A	619.89	A
USGS	01449790	2010-10-06	620.14	A	619.89	A	620.37	A
USGS	01449790	2010-10-07	620.56	A	620.37	A	620.75	A
USGS	01449790	2010-10-08	620.91	A	620.75	A	621.06	A
USGS	01449790	2010-10-09	621.20	A	621.06	A	621.33	A
USGS	01449790	2010-10-10	621.45	A	621.33	A	621.57	A
USGS	01449790	2010-10-11	621.69	A	621.57	A	621.80	A
USGS	01449790	2010-10-12	621.92	A	621.80	A	622.03	A
USGS	01449790	2010-10-13	622.12	A	622.03	A	622.22	A
USGS	01449790	2010-10-14	622.32	A	622.22	A	622.46	A
USGS	01449790	2010-10-15	622.57	A	622.46	A	622.68	A
USGS	01449790	2010-10-16	622.77	A	622.68	A	622.85	A
USGS	01449790	2010-10-17	622.92	A	622.85	A	622.99	A
USGS	01449790	2010-10-18	623.07	A	622.99	A	623.14	A
USGS	01449790	2010-10-19	623.21	A	623.14	A	623.28	A
USGS	01449790	2010-10-20	623.34	A	623.28	A	623.41	A
USGS	01449790	2010-10-21	623.47	A	623.41	A	623.53	A
USGS	01449790	2010-10-22	623.58	A	623.53	A	623.63	A
USGS	01449790	2010-10-23	623.69	A	623.63	A	623.74	A
USGS	01449790	2010-10-24	623.79	A	623.74	A	623.84	A
USGS	01449790	2010-10-25	623.90	A	623.84	A	623.99	A
USGS	01449790	2010-10-26	624.06	A	623.99	A	624.13	A
USGS	01449790	2010-10-27	624.35	A	624.13	A	624.56	A
USGS	01449790	2010-10-28	624.70	A	624.56	A	624.83	A
USGS	01449790	2010-10-29	624.94	A	624.83	A	625.04	A
USGS	01449790	2010-10-30	625.14	A	625.04	A	625.24	A
USGS	01449790	2010-10-31	625.33	A	625.24	A	625.42	A
USGS	01449790	2010-11-01	625.49	A	625.42	A	625.56	A
