# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-07-12 15:00:34 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01447780 Francis E. Walter Reservoir near White Haven, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01447780
#            TS   parameter     statistic     Description
#        165334       00062     00001     Elevation of reservoir water surface above datum, feet (Maximum)
#        165335       00062     00002     Elevation of reservoir water surface above datum, feet (Minimum)
#        165336       00062     00003     Elevation of reservoir water surface above datum, feet (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	165334_00062_00001	165334_00062_00001_cd	165335_00062_00002	165335_00062_00002_cd	165336_00062_00003	165336_00062_00003_cd
USGS	01447780	2017-02-08	1301.35	A	1301.08	A	1301.17	A
USGS	01447780	2017-02-09	1302.16	A	1301.35	A	1301.80	A
USGS	01447780	2017-02-10	1301.42	A	1299.74	A	1300.53	A
USGS	01447780	2017-02-11	1302.17	A	1301.06	A	1301.65	A
USGS	01447780	2017-02-12	1303.96	A	1302.17	A	1302.84	A
USGS	01447780	2017-02-13	1304.97	A	1303.96	A	1304.64	A
USGS	01447780	2017-02-14	1304.43	A	1302.68	A	1303.60	A
USGS	01447780	2017-02-15	1302.68	A	1300.61	A	1301.65	A
USGS	01447780	2017-02-16	1300.61	A	1299.88	A	1300.05	A
USGS	01447780	2017-02-17	1300.74	A	1299.91	A	1300.13	A
USGS	01447780	2017-02-18	1302.54	A	1300.74	A	1301.61	A
USGS	01447780	2017-02-19	1303.89	A	1302.54	A	1303.50	A
USGS	01447780	2017-02-20	1305.86	A	1303.89	A	1304.91	A
USGS	01447780	2017-02-21	1310.02	A	1305.86	A	1307.52	A
USGS	01447780	2017-02-22	1314.83	A	1310.02	A	1312.47	A
USGS	01447780	2017-02-23	1319.29	A	1314.83	A	1317.12	A
USGS	01447780	2017-02-24	1322.76	A	1319.29	A	1321.23	A
USGS	01447780	2017-02-25	1328.42	A	1322.76	A	1324.42	A
USGS	01447780	2017-02-26	1339.17	A	1328.42	A	1334.51	A
USGS	01447780	2017-02-27	1345.50	A	1339.17	A	1342.43	A
USGS	01447780	2017-02-28	1350.13	A	1345.50	A	1347.97	A
USGS	01447780	2017-03-01	1353.48	A	1350.13	A	1351.85	A
USGS	01447780	2017-03-02	1354.75	A	1353.48	A	1354.45	A
USGS	01447780	2017-03-03	1355.13	A	1354.26	A	1354.57	A
USGS	01447780	2017-03-04	1356.58	A	1355.13	A	1355.92	A
USGS	01447780	2017-03-05	1357.33	A	1356.58	A	1356.92	A
USGS	01447780	2017-03-06	1357.59	A	1357.33	A	1357.51	A
USGS	01447780	2017-03-07	1357.70	A	1357.59	A	1357.63	A
USGS	01447780	2017-03-08	1358.45	A	1357.70	A	1358.04	A
USGS	01447780	2017-03-09	1358.62	A	1358.45	A	1358.55	A
USGS	01447780	2017-03-10	1358.79	A	1358.46	A	1358.55	A
USGS	01447780	2017-03-11	1359.33	A	1358.79	A	1359.07	A
USGS	01447780	2017-03-12	1359.59	A	1359.33	A	1359.46	A
USGS	01447780	2017-03-13	1359.87	A	1359.52	A	1359.66	A
USGS	01447780	2017-03-14	1360.11	A	1359.38	A	1359.91	A
USGS	01447780	2017-03-15	1359.38	A	1357.96	A	1358.65	A
USGS	01447780	2017-03-16	1357.96	A	1356.51	A	1357.22	A
USGS	01447780	2017-03-17	1356.51	A	1355.51	A	1355.87	A
USGS	01447780	2017-03-18	1356.34	A	1355.88	A	1356.13	A
USGS	01447780	2017-03-19	1356.67	A	1356.34	A	1356.49	A
USGS	01447780	2017-03-20	1357.01	A	1356.67	A	1356.83	A
USGS	01447780	2017-03-21	1357.19	A	1357.01	A	1357.12	A
USGS	01447780	2017-03-22	1357.34	A	1357.15	A	1357.29	A
USGS	01447780	2017-03-23	1357.26	A	1356.82	A	1357.05	A
USGS	01447780	2017-03-24	1356.86	A	1356.51	A	1356.68	A
USGS	01447780	2017-03-25	1358.22	A	1356.86	A	1357.40	A
USGS	01447780	2017-03-26	1360.96	A	1358.22	A	1359.60	A
USGS	01447780	2017-03-27	1363.20	A	1360.96	A	1362.05	A
USGS	01447780	2017-03-28	1364.26	A	1363.20	A	1363.99	A
USGS	01447780	2017-03-29	1364.68	A	1362.88	A	1364.06	A
USGS	01447780	2017-03-30	1362.88	A	1356.09	A	1360.04	A
USGS	01447780	2017-03-31	1356.46	A	1351.04	A	1353.50	A
USGS	01447780	2017-04-01	1366.21	A	1356.46	A	1362.20	A
USGS	01447780	2017-04-02	1366.20	A	1364.64	A	1365.62	A
USGS	01447780	2017-04-03	1364.64	A	1361.06	A	1362.99	A
USGS	01447780	2017-04-04	1361.06	A	1356.11	A	1358.90	A
USGS	01447780	2017-04-05	1356.11	A	1351.01	A	1353.05	A
USGS	01447780	2017-04-06	1352.94	A	1349.79	A	1350.47	A
USGS	01447780	2017-04-07	1359.76	A	1352.94	A	1357.55	A
USGS	01447780	2017-04-08	1360.71	A	1359.63	A	1359.99	A
USGS	01447780	2017-04-09	1361.65	A	1360.71	A	1361.37	A
USGS	01447780	2017-04-10	1361.94	A	1361.57	A	1361.75	A
USGS	01447780	2017-04-11	1361.96	A	1361.79	A	1361.90	A
USGS	01447780	2017-04-12	1361.86	A	1361.66	A	1361.76	A
USGS	01447780	2017-04-13	1362.05	A	1361.85	A	1361.91	A
USGS	01447780	2017-04-14	1363.03	A	1362.05	A	1362.40	A
USGS	01447780	2017-04-15	1364.21	A	1363.03	A	1363.64	A
USGS	01447780	2017-04-16	1365.24	A	1364.21	A	1364.71	A
USGS	01447780	2017-04-17	1366.89	A	1365.24	A	1366.02	A
USGS	01447780	2017-04-18	1368.31	A	1366.89	A	1367.63	A
USGS	01447780	2017-04-19	1368.85	A	1368.31	A	1368.71	A
USGS	01447780	2017-04-20	1368.83	A	1368.74	A	1368.78	A
USGS	01447780	2017-04-21	1369.68	A	1368.73	A	1369.18	A
USGS	01447780	2017-04-22	1370.15	A	1369.68	A	1369.97	A
USGS	01447780	2017-04-23	1370.16	A	1370.00	A	1370.11	A
USGS	01447780	2017-04-24	1370.00	A	1369.39	A	1369.72	A
USGS	01447780	2017-04-25	1369.39	A	1368.05	A	1368.84	A
USGS	01447780	2017-04-26	1368.05	A	1367.00	A	1367.35	A
USGS	01447780	2017-04-27	1367.00	A	1366.89	A	1366.92	A
USGS	01447780	2017-04-28	1367.22	A	1366.97	A	1367.06	A
USGS	01447780	2017-04-29	1367.71	A	1367.22	A	1367.47	A
USGS	01447780	2017-04-30	1368.04	A	1367.71	A	1367.89	A
USGS	01447780	2017-05-01	1368.23	A	1368.04	A	1368.14	A
USGS	01447780	2017-05-02	1368.44	A	1368.22	A	1368.34	A
USGS	01447780	2017-05-03	1368.47	A	1368.26	A	1368.39	A
USGS	01447780	2017-05-04	1368.26	A	1367.81	A	1368.04	A
USGS	01447780	2017-05-05	1367.97	A	1367.62	A	1367.73	A
USGS	01447780	2017-05-06	1369.75	A	1367.97	A	1368.87	A
USGS	01447780	2017-05-07	1370.46	A	1369.75	A	1370.09	A
USGS	01447780	2017-05-08	1370.68	A	1370.24	A	1370.49	A
USGS	01447780	2017-05-09	1370.24	A	1370.02	A	1370.08	A
USGS	01447780	2017-05-10	1370.36	A	1370.12	A	1370.24	A
USGS	01447780	2017-05-11	1370.37	A	1370.27	A	1370.33	A
USGS	01447780	2017-05-12	1370.27	A	1370.19	A	1370.20	A
USGS	01447780	2017-05-13	1370.42	A	1369.93	A	1370.07	A
USGS	01447780	2017-05-14	1371.65	A	1370.42	A	1371.31	A
USGS	01447780	2017-05-15	1371.58	A	1370.53	A	1371.21	A
USGS	01447780	2017-05-16	1370.53	A	1369.97	A	1370.13	A
USGS	01447780	2017-05-17	1370.42	A	1370.20	A	1370.33	A
USGS	01447780	2017-05-18	1370.36	A	1370.18	A	1370.26	A
USGS	01447780	2017-05-19	1370.22	A	1370.09	A	1370.18	A
USGS	01447780	2017-05-20	1370.09	A	1369.56	A	1369.75	A
USGS	01447780	2017-05-21	1369.76	A	1369.69	A	1369.73	A
USGS	01447780	2017-05-22	1369.93	A	1369.75	A	1369.82	A
USGS	01447780	2017-05-23	1370.02	A	1369.93	A	1370.00	A
USGS	01447780	2017-05-24	1370.02	A	1369.99	A	1370.01	A
USGS	01447780	2017-05-25	1370.19	A	1370.02	A	1370.08	A
USGS	01447780	2017-05-26	1370.33	A	1370.19	A	1370.28	A
USGS	01447780	2017-05-27	1370.32	A	1369.85	A	1369.98	A
USGS	01447780	2017-05-28	1369.88	A	1369.25	A	1369.43	A
USGS	01447780	2017-05-29	1370.26	A	1369.25	A	1369.63	A
USGS	01447780	2017-05-30	1370.62	A	1370.26	A	1370.49	A
USGS	01447780	2017-05-31	1370.36	A	1370.08	A	1370.17	A
USGS	01447780	2017-06-01	1370.12	A	1370.03	A	1370.08	A
USGS	01447780	2017-06-02	1370.10	A	1370.03	A	1370.07	A
USGS	01447780	2017-06-03	1370.13	A	1370.10	A	1370.11	A
USGS	01447780	2017-06-04	1370.12	A	1370.06	A	1370.09	A
USGS	01447780	2017-06-05	1370.22	A	1370.12	A	1370.18	A
USGS	01447780	2017-06-06	1371.08	A	1370.19	A	1370.56	A
USGS	01447780	2017-06-07	1371.53	A	1370.88	A	1371.27	A
USGS	01447780	2017-06-08	1370.88	A	1370.41	A	1370.59	A
USGS	01447780	2017-06-09	1370.65	A	1370.50	A	1370.58	A
USGS	01447780	2017-06-10	1370.50	A	1369.90	A	1370.12	A
USGS	01447780	2017-06-11	1369.90	A	1369.50	A	1369.63	A
USGS	01447780	2017-06-12	1369.72	A	1369.45	A	1369.55	A
USGS	01447780	2017-06-13	1370.07	A	1369.72	A	1369.89	A
USGS	01447780	2017-06-14	1370.27	A	1370.07	A	1370.23	A
USGS	01447780	2017-06-15	1370.26	A	1370.05	A	1370.17	A
USGS	01447780	2017-06-16						
USGS	01447780	2017-06-17	1370.19	A	1370.00	A	1370.10	A
USGS	01447780	2017-06-18	1370.35	A	1370.19	A	1370.28	A
USGS	01447780	2017-06-19						
USGS	01447780	2017-06-20	1370.17	A	1369.95	A	1370.00	A
USGS	01447780	2017-06-21	1369.95	A	1369.86	A	1369.89	A
USGS	01447780	2017-06-22	1370.07	A	1369.86	A	1369.94	A
USGS	01447780	2017-06-23	1370.23	A	1370.07	A	1370.16	A
USGS	01447780	2017-06-24	1370.23	A	1369.58	A	1369.84	A
USGS	01447780	2017-06-25	1369.58	A	1369.06	A	1369.21	A
USGS	01447780	2017-06-26	1369.36	A	1369.14	A	1369.22	A
USGS	01447780	2017-06-27	1369.56	A	1369.36	A	1369.46	A
USGS	01447780	2017-06-28	1369.73	A	1369.56	A	1369.65	A
USGS	01447780	2017-06-29	1369.78	A	1369.73	A	1369.76	A
USGS	01447780	2017-06-30	1369.79	A	1369.69	A	1369.77	A
USGS	01447780	2017-07-01	1369.69	A	1369.56	A	1369.60	A
USGS	01447780	2017-07-02	1369.65	A	1369.56	A	1369.62	A
USGS	01447780	2017-07-03	1369.65	A	1369.55	A	1369.61	A
USGS	01447780	2017-07-04	1369.56	A	1369.33	A	1369.45	A
USGS	01447780	2017-07-05	1369.33	A	1368.96	A	1369.15	A
USGS	01447780	2017-07-06	1368.96	A	1368.56	A	1368.76	A
USGS	01447780	2017-07-07	1368.65	A	1368.51	A	1368.55	A
USGS	01447780	2017-07-08	1368.64	A	1367.93	A	1368.12	A
USGS	01447780	2017-07-09	1367.96	A	1367.09	A	1367.35	A
USGS	01447780	2017-07-10	1367.09	A	1366.77	A	1366.94	A
USGS	01447780	2017-07-11	1366.77	A	1366.39	A	1366.58	A
USGS	01447780	2017-07-12	1366.39	A	1365.95	A	1366.18	A
USGS	01447780	2017-07-13	1365.95	A	1365.50	A	1365.72	A
USGS	01447780	2017-07-14	1366.85	A	1365.39	A	1365.79	A
USGS	01447780	2017-07-15	1368.98	A	1366.85	A	1368.00	A
USGS	01447780	2017-07-16	1370.08	A	1368.98	A	1369.60	A
USGS	01447780	2017-07-17	1370.95	A	1370.08	A	1370.36	A
USGS	01447780	2017-07-18	1371.61	A	1370.95	A	1371.42	A
USGS	01447780	2017-07-19	1371.84	A	1371.61	A	1371.67	A
USGS	01447780	2017-07-20	1371.93	A	1371.71	A	1371.83	A
USGS	01447780	2017-07-21	1371.71	A	1371.50	A	1371.60	A
USGS	01447780	2017-07-22	1371.50	A	1370.48	A	1370.75	A
USGS	01447780	2017-07-23	1370.50	A	1369.52	A	1369.77	A
USGS	01447780	2017-07-24	1371.21	A	1369.54	A	1370.50	A
USGS	01447780	2017-07-25	1371.15	A	1370.68	A	1370.89	A
USGS	01447780	2017-07-26	1370.68	A	1370.36	A	1370.49	A
USGS	01447780	2017-07-27	1370.52	A	1370.32	A	1370.42	A
USGS	01447780	2017-07-28	1370.32	A	1370.11	A	1370.18	A
USGS	01447780	2017-07-29	1370.24	A	1369.87	A	1370.03	A
USGS	01447780	2017-07-30	1370.24	A	1369.75	A	1369.88	A
USGS	01447780	2017-07-31	1369.86	A	1369.72	A	1369.78	A
USGS	01447780	2017-08-01	1369.97	A	1369.86	A	1369.92	A
USGS	01447780	2017-08-02	1369.99	A	1369.97	A	1369.98	A
USGS	01447780	2017-08-03	1370.10	A	1369.98	A	1370.03	A
USGS	01447780	2017-08-04	1370.19	A	1370.10	A	1370.14	A
USGS	01447780	2017-08-05	1370.18	A	1369.54	A	1369.74	A
USGS	01447780	2017-08-06	1369.67	A	1368.94	A	1369.13	A
USGS	01447780	2017-08-07	1369.11	A	1368.97	A	1369.02	A
USGS	01447780	2017-08-08	1369.33	A	1369.11	A	1369.23	A
USGS	01447780	2017-08-09	1369.36	A	1369.33	A	1369.36	A
USGS	01447780	2017-08-10	1369.36	A	1369.27	A	1369.32	A
USGS	01447780	2017-08-11	1369.27	A	1369.15	A	1369.20	A
USGS	01447780	2017-08-12	1369.15	A	1368.61	A	1368.82	A
USGS	01447780	2017-08-13	1368.92	A	1368.36	A	1368.55	A
USGS	01447780	2017-08-14	1368.65	A	1368.53	A	1368.61	A
USGS	01447780	2017-08-15	1368.67	A	1368.64	A	1368.66	A
USGS	01447780	2017-08-16	1368.64	A	1368.48	A	1368.57	A
USGS	01447780	2017-08-17	1368.48	A	1368.19	A	1368.34	A
USGS	01447780	2017-08-18	1368.19	A	1367.91	A	1368.05	A
USGS	01447780	2017-08-19	1367.91	A	1366.82	A	1367.16	A
USGS	01447780	2017-08-20	1366.82	A	1365.65	A	1366.02	A
USGS	01447780	2017-08-21	1365.65	A	1365.44	A	1365.52	A
USGS	01447780	2017-08-22	1365.46	A	1365.13	A	1365.31	A
USGS	01447780	2017-08-23	1365.13	A	1365.01	A	1365.07	A
USGS	01447780	2017-08-24	1365.01	A	1364.69	A	1364.86	A
USGS	01447780	2017-08-25	1364.69	A	1364.16	A	1364.46	A
USGS	01447780	2017-08-26	1364.16	A	1361.02	A	1361.94	A
USGS	01447780	2017-08-27	1361.02	A	1359.19	A	1359.78	A
USGS	01447780	2017-08-28	1359.19	A	1358.67	A	1358.91	A
USGS	01447780	2017-08-29	1358.67	A	1358.18	A	1358.44	A
USGS	01447780	2017-08-30	1358.18	A	1357.63	A	1357.91	A
USGS	01447780	2017-08-31	1357.63	A	1357.14	A	1357.37	A
USGS	01447780	2017-09-01	1357.14	A	1356.49	A	1356.90	A
USGS	01447780	2017-09-02	1356.49	A	1352.48	A	1353.62	A
USGS	01447780	2017-09-03	1352.48	A	1350.15	A	1350.86	A
USGS	01447780	2017-09-04	1350.15	A	1349.66	A	1349.91	A
USGS	01447780	2017-09-05	1349.66	A	1349.06	A	1349.35	A
USGS	01447780	2017-09-06	1349.08	A	1348.98	A	1349.01	A
USGS	01447780	2017-09-07	1349.22	A	1348.93	A	1349.14	A
USGS	01447780	2017-09-08	1348.93	A	1348.64	A	1348.72	A
USGS	01447780	2017-09-09	1348.81	A	1348.62	A	1348.76	A
USGS	01447780	2017-09-10	1348.62	A	1347.93	A	1348.31	A
USGS	01447780	2017-09-11	1347.93	A	1347.38	A	1347.60	A
USGS	01447780	2017-09-12	1347.38	A	1346.98	A	1347.17	A
USGS	01447780	2017-09-13	1346.98	A	1346.54	A	1346.77	A
USGS	01447780	2017-09-14	1346.54	A	1346.26	A	1346.37	A
USGS	01447780	2017-09-15	1346.26	A	1346.02	A	1346.14	A
USGS	01447780	2017-09-16	1346.02	A	1345.80	A	1345.90	A
USGS	01447780	2017-09-17	1345.80	A	1345.71	A	1345.76	A
USGS	01447780	2017-09-18	1345.78	A	1345.49	A	1345.67	A
