Scenario,cannonsville,pepacton,neversink,wallenpaupack,prompton,shoholaMarsh,mongaupeCombined,beltzvilleCombined,fewalter,merrillCreek,hopatcong,nockamixon,assunpink,ontelaunee,stillCreek,blueMarsh,greenLane,1425000,1417000,delLordville,1436000,1433500,delMontague,1449800,1447800,delDRCanal,delTrenton,1463620,outletAssunpink,1470960,outletSchuylkill
10,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383,2.9895973623316383
11,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165,1.2833243622440165
12,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708,2.1318619824029708
13,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626,2.0376997996760626
14,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901,1.1753968289518901
15,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366,2.029375622669366
16,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646,1.5384991703738646
17,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294,1.4479108772957294
18,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703,1.0777618503764703
19,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036,1.2064843038774036
20,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635,2.3133845292982635
21,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844,0.8362183318726844
22,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592,1.3154245208159592
23,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193,1.9696488182645193
24,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937,1.1922531824525937
25,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487,2.984413564923487
26,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498,0.8686170817909498
27,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736,2.5680882998855736
28,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208,2.502281352995208
29,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547,2.443375175634547
30,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272,0.9688127390689272
31,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485,1.2733263073267485
32,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135,0.7324151713213135
33,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807,2.776225652957807
34,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387,2.812714302123387
35,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965,1.3088254804761965
36,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016,0.7115864274091016
37,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856,2.7747160027923856
38,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114,1.545245485653114
39,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068,1.4110069975069068
40,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352,2.944052567281352
41,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231,2.697208486940231
42,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751,2.602547008636751
43,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337,1.8025103555016337
44,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033,2.4234418717161033
45,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393,1.5199804316368393
46,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057,2.6855143994269057
47,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621,1.6611912495285621
48,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714,0.8827839259619714
