# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-07-28 16:16:28 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01470761 Maiden Creek at Berkley, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01470761
#            TS   parameter     Description
#        262018       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	262018_00060	262018_00060_cd
USGS	01470761	2020-03-14 23:00	EDT	228	A
USGS	01470761	2020-03-14 23:15	EDT	230	A
USGS	01470761	2020-03-14 23:30	EDT	232	A
USGS	01470761	2020-03-14 23:45	EDT	239	A
USGS	01470761	2020-03-15 00:00	EDT	241	A
USGS	01470761	2020-03-15 00:15	EDT	243	A
USGS	01470761	2020-03-15 00:30	EDT	239	A
USGS	01470761	2020-03-15 00:45	EDT	235	A
USGS	01470761	2020-03-15 01:00	EDT	230	A
USGS	01470761	2020-03-15 01:15	EDT	228	A
USGS	01470761	2020-03-15 01:30	EDT	226	A
USGS	01470761	2020-03-15 01:45	EDT	224	A
USGS	01470761	2020-03-15 02:00	EDT	224	A
USGS	01470761	2020-03-15 02:15	EDT	224	A
USGS	01470761	2020-03-15 02:30	EDT	222	A
USGS	01470761	2020-03-15 02:45	EDT	222	A
USGS	01470761	2020-03-15 03:00	EDT	222	A
USGS	01470761	2020-03-15 03:15	EDT	220	A
USGS	01470761	2020-03-15 03:30	EDT	220	A
USGS	01470761	2020-03-15 03:45	EDT	220	A
USGS	01470761	2020-03-15 04:00	EDT	220	A
USGS	01470761	2020-03-15 04:15	EDT	220	A
USGS	01470761	2020-03-15 04:30	EDT	220	A
USGS	01470761	2020-03-15 04:45	EDT	218	A
USGS	01470761	2020-03-15 05:00	EDT	218	A
USGS	01470761	2020-03-15 05:15	EDT	218	A
USGS	01470761	2020-03-15 05:30	EDT	216	A
USGS	01470761	2020-03-15 05:45	EDT	216	A
USGS	01470761	2020-03-15 06:00	EDT	218	A
USGS	01470761	2020-03-15 06:15	EDT	218	A
USGS	01470761	2020-03-15 06:30	EDT	218	A
USGS	01470761	2020-03-15 06:45	EDT	216	A
USGS	01470761	2020-03-15 07:00	EDT	216	A
USGS	01470761	2020-03-15 07:15	EDT	216	A
USGS	01470761	2020-03-15 07:30	EDT	216	A
USGS	01470761	2020-03-15 07:45	EDT	214	A
USGS	01470761	2020-03-15 08:00	EDT	214	A
USGS	01470761	2020-03-15 08:15	EDT	214	A
USGS	01470761	2020-03-15 08:30	EDT	214	A
USGS	01470761	2020-03-15 08:45	EDT	214	A
USGS	01470761	2020-03-15 09:00	EDT	216	A
USGS	01470761	2020-03-15 09:15	EDT	216	A
USGS	01470761	2020-03-15 09:30	EDT	216	A
USGS	01470761	2020-03-15 09:45	EDT	218	A
USGS	01470761	2020-03-15 10:00	EDT	218	A
USGS	01470761	2020-03-15 10:15	EDT	218	A
USGS	01470761	2020-03-15 10:30	EDT	218	A
USGS	01470761	2020-03-15 10:45	EDT	216	A
USGS	01470761	2020-03-15 11:00	EDT	216	A
USGS	01470761	2020-03-15 11:15	EDT	216	A
USGS	01470761	2020-03-15 11:30	EDT	216	A
USGS	01470761	2020-03-15 11:45	EDT	218	A
USGS	01470761	2020-03-15 12:00	EDT	218	A
USGS	01470761	2020-03-15 12:15	EDT	216	A
USGS	01470761	2020-03-15 12:30	EDT	216	A
USGS	01470761	2020-03-15 12:45	EDT	214	A
USGS	01470761	2020-03-15 13:00	EDT	212	A
USGS	01470761	2020-03-15 13:15	EDT	214	A
USGS	01470761	2020-03-15 13:30	EDT	214	A
USGS	01470761	2020-03-15 13:45	EDT	212	A
USGS	01470761	2020-03-15 14:00	EDT	212	A
USGS	01470761	2020-03-15 14:15	EDT	210	A
USGS	01470761	2020-03-15 14:30	EDT	210	A
USGS	01470761	2020-03-15 14:45	EDT	210	A
USGS	01470761	2020-03-15 15:00	EDT	210	A
USGS	01470761	2020-03-15 15:15	EDT	208	A
USGS	01470761	2020-03-15 15:30	EDT	208	A
USGS	01470761	2020-03-15 15:45	EDT	208	A
USGS	01470761	2020-03-15 16:00	EDT	208	A
USGS	01470761	2020-03-15 16:15	EDT	208	A
USGS	01470761	2020-03-15 16:30	EDT	210	A
USGS	01470761	2020-03-15 16:45	EDT	210	A
USGS	01470761	2020-03-15 17:00	EDT	210	A
USGS	01470761	2020-03-15 17:15	EDT	212	A
USGS	01470761	2020-03-15 17:30	EDT	212	A
USGS	01470761	2020-03-15 17:45	EDT	212	A
USGS	01470761	2020-03-15 18:00	EDT	212	A
USGS	01470761	2020-03-15 18:15	EDT	210	A
USGS	01470761	2020-03-15 18:30	EDT	212	A
USGS	01470761	2020-03-15 18:45	EDT	212	A
USGS	01470761	2020-03-15 19:00	EDT	210	A
USGS	01470761	2020-03-15 19:15	EDT	210	A
USGS	01470761	2020-03-15 19:30	EDT	210	A
USGS	01470761	2020-03-15 19:45	EDT	210	A
USGS	01470761	2020-03-15 20:00	EDT	208	A
USGS	01470761	2020-03-15 20:15	EDT	208	A
USGS	01470761	2020-03-15 20:30	EDT	206	A
USGS	01470761	2020-03-15 20:45	EDT	206	A
USGS	01470761	2020-03-15 21:00	EDT	204	A
USGS	01470761	2020-03-15 21:15	EDT	204	A
USGS	01470761	2020-03-15 21:30	EDT	204	A
USGS	01470761	2020-03-15 21:45	EDT	204	A
USGS	01470761	2020-03-15 22:00	EDT	204	A
USGS	01470761	2020-03-15 22:15	EDT	202	A
USGS	01470761	2020-03-15 22:30	EDT	202	A
USGS	01470761	2020-03-15 22:45	EDT	202	A
USGS	01470761	2020-03-15 23:00	EDT	200	A
USGS	01470761	2020-03-15 23:15	EDT	200	A
USGS	01470761	2020-03-15 23:30	EDT	200	A
USGS	01470761	2020-03-15 23:45	EDT	202	A
USGS	01470761	2020-03-16 00:00	EDT	200	A
USGS	01470761	2020-03-16 00:15	EDT	200	A
USGS	01470761	2020-03-16 00:30	EDT	200	A
USGS	01470761	2020-03-16 00:45	EDT	200	A
USGS	01470761	2020-03-16 01:00	EDT	200	A
USGS	01470761	2020-03-16 01:15	EDT	200	A
USGS	01470761	2020-03-16 01:30	EDT	202	A
USGS	01470761	2020-03-16 01:45	EDT	202	A
USGS	01470761	2020-03-16 02:00	EDT	200	A
USGS	01470761	2020-03-16 02:15	EDT	200	A
USGS	01470761	2020-03-16 02:30	EDT	200	A
USGS	01470761	2020-03-16 02:45	EDT	200	A
USGS	01470761	2020-03-16 03:00	EDT	200	A
USGS	01470761	2020-03-16 03:15	EDT	200	A
USGS	01470761	2020-03-16 03:30	EDT	200	A
USGS	01470761	2020-03-16 03:45	EDT	200	A
USGS	01470761	2020-03-16 04:00	EDT	198	A
USGS	01470761	2020-03-16 04:15	EDT	198	A
USGS	01470761	2020-03-16 04:30	EDT	196	A
USGS	01470761	2020-03-16 04:45	EDT	196	A
USGS	01470761	2020-03-16 05:00	EDT	196	A
USGS	01470761	2020-03-16 05:15	EDT	194	A
USGS	01470761	2020-03-16 05:30	EDT	194	A
USGS	01470761	2020-03-16 05:45	EDT	194	A
USGS	01470761	2020-03-16 06:00	EDT	194	A
USGS	01470761	2020-03-16 06:15	EDT	194	A
USGS	01470761	2020-03-16 06:30	EDT	194	A
USGS	01470761	2020-03-16 06:45	EDT	194	A
USGS	01470761	2020-03-16 07:00	EDT	194	A
USGS	01470761	2020-03-16 07:15	EDT	194	A
USGS	01470761	2020-03-16 07:30	EDT	194	A
USGS	01470761	2020-03-16 07:45	EDT	194	A
USGS	01470761	2020-03-16 08:00	EDT	194	A
USGS	01470761	2020-03-16 08:15	EDT	194	A
USGS	01470761	2020-03-16 08:30	EDT	194	A
USGS	01470761	2020-03-16 08:45	EDT	194	A
USGS	01470761	2020-03-16 09:00	EDT	194	A
USGS	01470761	2020-03-16 09:15	EDT	194	A
USGS	01470761	2020-03-16 09:30	EDT	194	A
USGS	01470761	2020-03-16 09:45	EDT	196	A
USGS	01470761	2020-03-16 10:00	EDT	196	A
USGS	01470761	2020-03-16 10:15	EDT	196	A
USGS	01470761	2020-03-16 10:30	EDT	196	A
USGS	01470761	2020-03-16 10:45	EDT	196	A
USGS	01470761	2020-03-16 11:00	EDT	196	A
USGS	01470761	2020-03-16 11:15	EDT	194	A
USGS	01470761	2020-03-16 11:30	EDT	194	A
USGS	01470761	2020-03-16 11:45	EDT	194	A
USGS	01470761	2020-03-16 12:00	EDT	192	A
USGS	01470761	2020-03-16 12:15	EDT	190	A
USGS	01470761	2020-03-16 12:30	EDT	190	A
USGS	01470761	2020-03-16 12:45	EDT	190	A
USGS	01470761	2020-03-16 13:00	EDT	190	A
USGS	01470761	2020-03-16 13:15	EDT	190	A
USGS	01470761	2020-03-16 13:30	EDT	190	A
USGS	01470761	2020-03-16 13:45	EDT	188	A
USGS	01470761	2020-03-16 14:00	EDT	188	A
USGS	01470761	2020-03-16 14:15	EDT	190	A
USGS	01470761	2020-03-16 14:30	EDT	192	A
USGS	01470761	2020-03-16 14:45	EDT	192	A
USGS	01470761	2020-03-16 15:00	EDT	192	A
USGS	01470761	2020-03-16 15:15	EDT	190	A
USGS	01470761	2020-03-16 15:30	EDT	192	A
USGS	01470761	2020-03-16 15:45	EDT	192	A
USGS	01470761	2020-03-16 16:00	EDT	192	A
USGS	01470761	2020-03-16 16:15	EDT	192	A
USGS	01470761	2020-03-16 16:30	EDT	192	A
USGS	01470761	2020-03-16 16:45	EDT	192	A
USGS	01470761	2020-03-16 17:00	EDT	192	A
USGS	01470761	2020-03-16 17:15	EDT	192	A
USGS	01470761	2020-03-16 17:30	EDT	194	A
USGS	01470761	2020-03-16 17:45	EDT	192	A
USGS	01470761	2020-03-16 18:00	EDT	192	A
USGS	01470761	2020-03-16 18:15	EDT	192	A
USGS	01470761	2020-03-16 18:30	EDT	192	A
USGS	01470761	2020-03-16 18:45	EDT	192	A
USGS	01470761	2020-03-16 19:00	EDT	192	A
USGS	01470761	2020-03-16 19:15	EDT	192	A
USGS	01470761	2020-03-16 19:30	EDT	192	A
USGS	01470761	2020-03-16 19:45	EDT	190	A
USGS	01470761	2020-03-16 20:00	EDT	190	A
USGS	01470761	2020-03-16 20:15	EDT	190	A
USGS	01470761	2020-03-16 20:30	EDT	190	A
USGS	01470761	2020-03-16 20:45	EDT	190	A
USGS	01470761	2020-03-16 21:00	EDT	188	A
USGS	01470761	2020-03-16 21:15	EDT	188	A
USGS	01470761	2020-03-16 21:30	EDT	188	A
USGS	01470761	2020-03-16 21:45	EDT	188	A
USGS	01470761	2020-03-16 22:00	EDT	186	A
USGS	01470761	2020-03-16 22:15	EDT	186	A
USGS	01470761	2020-03-16 22:30	EDT	186	A
USGS	01470761	2020-03-16 22:45	EDT	186	A
USGS	01470761	2020-03-16 23:00	EDT	188	A
USGS	01470761	2020-03-16 23:15	EDT	188	A
USGS	01470761	2020-03-16 23:30	EDT	188	A
USGS	01470761	2020-03-16 23:45	EDT	188	A
USGS	01470761	2020-03-17 00:00	EDT	188	A
USGS	01470761	2020-03-17 00:15	EDT	188	A
USGS	01470761	2020-03-17 00:30	EDT	188	A
USGS	01470761	2020-03-17 00:45	EDT	188	A
USGS	01470761	2020-03-17 01:00	EDT	188	A
USGS	01470761	2020-03-17 01:15	EDT	188	A
USGS	01470761	2020-03-17 01:30	EDT	188	A
USGS	01470761	2020-03-17 01:45	EDT	188	A
USGS	01470761	2020-03-17 02:00	EDT	188	A
USGS	01470761	2020-03-17 02:15	EDT	188	A
USGS	01470761	2020-03-17 02:30	EDT	188	A
USGS	01470761	2020-03-17 02:45	EDT	188	A
USGS	01470761	2020-03-17 03:00	EDT	186	A
USGS	01470761	2020-03-17 03:15	EDT	188	A
USGS	01470761	2020-03-17 03:30	EDT	188	A
USGS	01470761	2020-03-17 03:45	EDT	188	A
USGS	01470761	2020-03-17 04:00	EDT	188	A
USGS	01470761	2020-03-17 04:15	EDT	188	A
USGS	01470761	2020-03-17 04:30	EDT	186	A
USGS	01470761	2020-03-17 04:45	EDT	186	A
USGS	01470761	2020-03-17 05:00	EDT	186	A
USGS	01470761	2020-03-17 05:15	EDT	186	A
USGS	01470761	2020-03-17 05:30	EDT	186	A
USGS	01470761	2020-03-17 05:45	EDT	186	A
USGS	01470761	2020-03-17 06:00	EDT	186	A
USGS	01470761	2020-03-17 06:15	EDT	186	A
USGS	01470761	2020-03-17 06:30	EDT	186	A
USGS	01470761	2020-03-17 06:45	EDT	186	A
USGS	01470761	2020-03-17 07:00	EDT	186	A
USGS	01470761	2020-03-17 07:15	EDT	186	A
USGS	01470761	2020-03-17 07:30	EDT	186	A
USGS	01470761	2020-03-17 07:45	EDT	188	A
USGS	01470761	2020-03-17 08:00	EDT	188	A
USGS	01470761	2020-03-17 08:15	EDT	188	A
USGS	01470761	2020-03-17 08:30	EDT	188	A
USGS	01470761	2020-03-17 08:45	EDT	186	A
USGS	01470761	2020-03-17 09:00	EDT	184	A
USGS	01470761	2020-03-17 09:15	EDT	182	A
USGS	01470761	2020-03-17 09:30	EDT	182	A
USGS	01470761	2020-03-17 09:45	EDT	182	A
USGS	01470761	2020-03-17 10:00	EDT	184	A
USGS	01470761	2020-03-17 10:15	EDT	184	A
USGS	01470761	2020-03-17 10:30	EDT	184	A
USGS	01470761	2020-03-17 10:45	EDT	184	A
USGS	01470761	2020-03-17 11:00	EDT	184	A
USGS	01470761	2020-03-17 11:15	EDT	184	A
USGS	01470761	2020-03-17 11:30	EDT	184	A
USGS	01470761	2020-03-17 11:45	EDT	184	A
USGS	01470761	2020-03-17 12:00	EDT	184	A
USGS	01470761	2020-03-17 12:15	EDT	182	A
USGS	01470761	2020-03-17 12:30	EDT	182	A
USGS	01470761	2020-03-17 12:45	EDT	182	A
USGS	01470761	2020-03-17 13:00	EDT	182	A
USGS	01470761	2020-03-17 13:15	EDT	182	A
USGS	01470761	2020-03-17 13:30	EDT	182	A
USGS	01470761	2020-03-17 13:45	EDT	182	A
USGS	01470761	2020-03-17 14:00	EDT	182	A
USGS	01470761	2020-03-17 14:15	EDT	184	A
USGS	01470761	2020-03-17 14:30	EDT	184	A
USGS	01470761	2020-03-17 14:45	EDT	182	A
USGS	01470761	2020-03-17 15:00	EDT	182	A
USGS	01470761	2020-03-17 15:15	EDT	182	A
USGS	01470761	2020-03-17 15:30	EDT	182	A
USGS	01470761	2020-03-17 15:45	EDT	182	A
USGS	01470761	2020-03-17 16:00	EDT	181	A
USGS	01470761	2020-03-17 16:15	EDT	181	A
USGS	01470761	2020-03-17 16:30	EDT	181	A
USGS	01470761	2020-03-17 16:45	EDT	181	A
USGS	01470761	2020-03-17 17:00	EDT	181	A
USGS	01470761	2020-03-17 17:15	EDT	181	A
USGS	01470761	2020-03-17 17:30	EDT	182	A
USGS	01470761	2020-03-17 17:45	EDT	182	A
USGS	01470761	2020-03-17 18:00	EDT	184	A
USGS	01470761	2020-03-17 18:15	EDT	184	A
USGS	01470761	2020-03-17 18:30	EDT	184	A
USGS	01470761	2020-03-17 18:45	EDT	184	A
USGS	01470761	2020-03-17 19:00	EDT	184	A
USGS	01470761	2020-03-17 19:15	EDT	184	A
USGS	01470761	2020-03-17 19:30	EDT	184	A
USGS	01470761	2020-03-17 19:45	EDT	184	A
USGS	01470761	2020-03-17 20:00	EDT	184	A
USGS	01470761	2020-03-17 20:15	EDT	184	A
USGS	01470761	2020-03-17 20:30	EDT	184	A
USGS	01470761	2020-03-17 20:45	EDT	184	A
USGS	01470761	2020-03-17 21:00	EDT	184	A
USGS	01470761	2020-03-17 21:15	EDT	186	A
USGS	01470761	2020-03-17 21:30	EDT	186	A
USGS	01470761	2020-03-17 21:45	EDT	186	A
USGS	01470761	2020-03-17 22:00	EDT	186	A
USGS	01470761	2020-03-17 22:15	EDT	186	A
USGS	01470761	2020-03-17 22:30	EDT	186	A
USGS	01470761	2020-03-17 22:45	EDT	186	A
USGS	01470761	2020-03-17 23:00	EDT	186	A
USGS	01470761	2020-03-17 23:15	EDT	186	A
USGS	01470761	2020-03-17 23:30	EDT	186	A
USGS	01470761	2020-03-17 23:45	EDT	186	A
USGS	01470761	2020-03-18 00:00	EDT	186	A
USGS	01470761	2020-03-18 00:15	EDT	186	A
USGS	01470761	2020-03-18 00:30	EDT	186	A
USGS	01470761	2020-03-18 00:45	EDT	188	A
USGS	01470761	2020-03-18 01:00	EDT	188	A
USGS	01470761	2020-03-18 01:15	EDT	188	A
USGS	01470761	2020-03-18 01:30	EDT	186	A
USGS	01470761	2020-03-18 01:45	EDT	186	A
USGS	01470761	2020-03-18 02:00	EDT	186	A
USGS	01470761	2020-03-18 02:15	EDT	186	A
USGS	01470761	2020-03-18 02:30	EDT	188	A
USGS	01470761	2020-03-18 02:45	EDT	186	A
USGS	01470761	2020-03-18 03:00	EDT	186	A
USGS	01470761	2020-03-18 03:15	EDT	186	A
USGS	01470761	2020-03-18 03:30	EDT	188	A
USGS	01470761	2020-03-18 03:45	EDT	186	A
USGS	01470761	2020-03-18 04:00	EDT	186	A
USGS	01470761	2020-03-18 04:15	EDT	184	A
USGS	01470761	2020-03-18 04:30	EDT	184	A
USGS	01470761	2020-03-18 04:45	EDT	184	A
USGS	01470761	2020-03-18 05:00	EDT	184	A
USGS	01470761	2020-03-18 05:15	EDT	184	A
USGS	01470761	2020-03-18 05:30	EDT	184	A
USGS	01470761	2020-03-18 05:45	EDT	184	A
USGS	01470761	2020-03-18 06:00	EDT	184	A
USGS	01470761	2020-03-18 06:15	EDT	184	A
USGS	01470761	2020-03-18 06:30	EDT	184	A
USGS	01470761	2020-03-18 06:45	EDT	184	A
USGS	01470761	2020-03-18 07:00	EDT	184	A
USGS	01470761	2020-03-18 07:15	EDT	184	A
USGS	01470761	2020-03-18 07:30	EDT	184	A
USGS	01470761	2020-03-18 07:45	EDT	184	A
USGS	01470761	2020-03-18 08:00	EDT	184	A
USGS	01470761	2020-03-18 08:15	EDT	184	A
USGS	01470761	2020-03-18 08:30	EDT	184	A
USGS	01470761	2020-03-18 08:45	EDT	184	A
USGS	01470761	2020-03-18 09:00	EDT	184	A
