# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-07-28 16:21:05 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01432055 Lackawaxen River near Baoba, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01432055
#            TS   parameter     Description
#        292366       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	292366_00060	292366_00060_cd
USGS	01432055	2021-06-10 20:15	EDT	1340	A
USGS	01432055	2021-06-10 20:30	EDT	1360	A
USGS	01432055	2021-06-10 20:45	EDT	1370	A
USGS	01432055	2021-06-10 21:00	EDT	1360	A
USGS	01432055	2021-06-10 21:15	EDT	1380	A
USGS	01432055	2021-06-10 21:30	EDT	1330	A
USGS	01432055	2021-06-10 21:45	EDT	852	A
USGS	01432055	2021-06-10 22:00	EDT	530	A
USGS	01432055	2021-06-10 22:15	EDT	394	A
USGS	01432055	2021-06-10 22:30	EDT	358	A
USGS	01432055	2021-06-10 22:45	EDT	350	A
USGS	01432055	2021-06-10 23:00	EDT	343	A
USGS	01432055	2021-06-10 23:15	EDT	343	A
USGS	01432055	2021-06-10 23:30	EDT	337	A
USGS	01432055	2021-06-10 23:45	EDT	337	A
USGS	01432055	2021-06-11 00:00	EDT	337	A
USGS	01432055	2021-06-11 00:15	EDT	337	A
USGS	01432055	2021-06-11 00:30	EDT	337	A
USGS	01432055	2021-06-11 00:45	EDT	337	A
USGS	01432055	2021-06-11 01:00	EDT	337	A
USGS	01432055	2021-06-11 01:15	EDT	337	A
USGS	01432055	2021-06-11 01:30	EDT	337	A
USGS	01432055	2021-06-11 01:45	EDT	343	A
USGS	01432055	2021-06-11 02:00	EDT	343	A
USGS	01432055	2021-06-11 02:15	EDT	343	A
USGS	01432055	2021-06-11 02:30	EDT	343	A
USGS	01432055	2021-06-11 02:45	EDT	343	A
USGS	01432055	2021-06-11 03:00	EDT	343	A
USGS	01432055	2021-06-11 03:15	EDT	343	A
USGS	01432055	2021-06-11 03:30	EDT	343	A
USGS	01432055	2021-06-11 03:45	EDT	343	A
USGS	01432055	2021-06-11 04:00	EDT	337	A
USGS	01432055	2021-06-11 04:15	EDT	337	A
USGS	01432055	2021-06-11 04:30	EDT	337	A
USGS	01432055	2021-06-11 04:45	EDT	337	A
USGS	01432055	2021-06-11 05:00	EDT	337	A
USGS	01432055	2021-06-11 05:15	EDT	337	A
USGS	01432055	2021-06-11 05:30	EDT	337	A
USGS	01432055	2021-06-11 05:45	EDT	337	A
USGS	01432055	2021-06-11 06:00	EDT	472	A
USGS	01432055	2021-06-11 06:15	EDT	717	A
USGS	01432055	2021-06-11 06:30	EDT	812	A
USGS	01432055	2021-06-11 06:45	EDT	965	A
USGS	01432055	2021-06-11 07:00	EDT	1010	A
USGS	01432055	2021-06-11 07:15	EDT	1030	A
USGS	01432055	2021-06-11 07:30	EDT	1190	A
USGS	01432055	2021-06-11 07:45	EDT	1330	A
USGS	01432055	2021-06-11 08:00	EDT	1350	A
USGS	01432055	2021-06-11 08:15	EDT	1350	A
USGS	01432055	2021-06-11 08:30	EDT	1380	A
USGS	01432055	2021-06-11 08:45	EDT	1340	A
USGS	01432055	2021-06-11 09:00	EDT	1290	A
USGS	01432055	2021-06-11 09:15	EDT	1290	A
USGS	01432055	2021-06-11 09:30	EDT	1330	A
USGS	01432055	2021-06-11 09:45	EDT	1340	A
USGS	01432055	2021-06-11 10:00	EDT	1340	A
USGS	01432055	2021-06-11 10:15	EDT	1320	A
USGS	01432055	2021-06-11 10:30	EDT	1290	A
USGS	01432055	2021-06-11 10:45	EDT	1330	A
USGS	01432055	2021-06-11 11:00	EDT	1320	A
USGS	01432055	2021-06-11 11:15	EDT	1320	A
USGS	01432055	2021-06-11 11:30	EDT	1280	A
USGS	01432055	2021-06-11 11:45	EDT	1250	A
USGS	01432055	2021-06-11 12:00	EDT	1260	A
USGS	01432055	2021-06-11 12:15	EDT	1270	A
USGS	01432055	2021-06-11 12:30	EDT	1280	A
USGS	01432055	2021-06-11 12:45	EDT	1340	A
USGS	01432055	2021-06-11 13:00	EDT	1350	A
USGS	01432055	2021-06-11 13:15	EDT	1350	A
USGS	01432055	2021-06-11 13:30	EDT	1330	A
USGS	01432055	2021-06-11 13:45	EDT	1310	A
USGS	01432055	2021-06-11 14:00	EDT	1290	A
USGS	01432055	2021-06-11 14:15	EDT	1310	A
USGS	01432055	2021-06-11 14:30	EDT	1290	A
USGS	01432055	2021-06-11 14:45	EDT	1270	A
USGS	01432055	2021-06-11 15:00	EDT	1320	A
USGS	01432055	2021-06-11 15:15	EDT	1360	A
USGS	01432055	2021-06-11 15:30	EDT	1340	A
USGS	01432055	2021-06-11 15:45	EDT	1330	A
USGS	01432055	2021-06-11 16:00	EDT	1330	A
USGS	01432055	2021-06-11 16:15	EDT	1330	A
USGS	01432055	2021-06-11 16:30	EDT	1240	A
USGS	01432055	2021-06-11 16:45	EDT	764	A
USGS	01432055	2021-06-11 17:00	EDT	472	A
USGS	01432055	2021-06-11 17:15	EDT	365	A
USGS	01432055	2021-06-11 17:30	EDT	323	A
USGS	01432055	2021-06-11 17:45	EDT	316	A
USGS	01432055	2021-06-11 18:00	EDT	310	A
USGS	01432055	2021-06-11 18:15	EDT	310	A
USGS	01432055	2021-06-11 18:30	EDT	310	A
USGS	01432055	2021-06-11 18:45	EDT	310	A
USGS	01432055	2021-06-11 19:00	EDT	310	A
USGS	01432055	2021-06-11 19:15	EDT	302	A
USGS	01432055	2021-06-11 19:30	EDT	302	A
USGS	01432055	2021-06-11 19:45	EDT	302	A
USGS	01432055	2021-06-11 20:00	EDT	302	A
USGS	01432055	2021-06-11 20:15	EDT	302	A
USGS	01432055	2021-06-11 20:30	EDT	302	A
USGS	01432055	2021-06-11 20:45	EDT	302	A
USGS	01432055	2021-06-11 21:00	EDT	302	A
USGS	01432055	2021-06-11 21:15	EDT	302	A
USGS	01432055	2021-06-11 21:30	EDT	302	A
USGS	01432055	2021-06-11 21:45	EDT	302	A
USGS	01432055	2021-06-11 22:00	EDT	302	A
USGS	01432055	2021-06-11 22:15	EDT	302	A
USGS	01432055	2021-06-11 22:30	EDT	302	A
USGS	01432055	2021-06-11 22:45	EDT	302	A
USGS	01432055	2021-06-11 23:00	EDT	302	A
USGS	01432055	2021-06-11 23:15	EDT	302	A
USGS	01432055	2021-06-11 23:30	EDT	294	A
USGS	01432055	2021-06-11 23:45	EDT	294	A
USGS	01432055	2021-06-12 00:00	EDT	302	A
USGS	01432055	2021-06-12 00:15	EDT	294	A
USGS	01432055	2021-06-12 00:30	EDT	294	A
USGS	01432055	2021-06-12 00:45	EDT	294	A
USGS	01432055	2021-06-12 01:00	EDT	294	A
USGS	01432055	2021-06-12 01:15	EDT	294	A
USGS	01432055	2021-06-12 01:30	EDT	294	A
USGS	01432055	2021-06-12 01:45	EDT	294	A
USGS	01432055	2021-06-12 02:00	EDT	294	A
USGS	01432055	2021-06-12 02:15	EDT	294	A
USGS	01432055	2021-06-12 02:30	EDT	287	A
USGS	01432055	2021-06-12 02:45	EDT	294	A
USGS	01432055	2021-06-12 03:00	EDT	294	A
USGS	01432055	2021-06-12 03:15	EDT	294	A
USGS	01432055	2021-06-12 03:30	EDT	294	A
USGS	01432055	2021-06-12 03:45	EDT	287	A
USGS	01432055	2021-06-12 04:00	EDT	287	A
USGS	01432055	2021-06-12 04:15	EDT	294	A
USGS	01432055	2021-06-12 04:30	EDT	287	A
USGS	01432055	2021-06-12 04:45	EDT	294	A
USGS	01432055	2021-06-12 05:00	EDT	287	A
USGS	01432055	2021-06-12 05:15	EDT	287	A
USGS	01432055	2021-06-12 05:30	EDT	287	A
USGS	01432055	2021-06-12 05:45	EDT	287	A
USGS	01432055	2021-06-12 06:00	EDT	287	A
USGS	01432055	2021-06-12 06:15	EDT	287	A
USGS	01432055	2021-06-12 06:30	EDT	287	A
USGS	01432055	2021-06-12 06:45	EDT	287	A
USGS	01432055	2021-06-12 07:00	EDT	287	A
USGS	01432055	2021-06-12 07:15	EDT	287	A
USGS	01432055	2021-06-12 07:30	EDT	287	A
USGS	01432055	2021-06-12 07:45	EDT	287	A
USGS	01432055	2021-06-12 08:00	EDT	287	A
USGS	01432055	2021-06-12 08:15	EDT	280	A
USGS	01432055	2021-06-12 08:30	EDT	287	A
USGS	01432055	2021-06-12 08:45	EDT	287	A
USGS	01432055	2021-06-12 09:00	EDT	287	A
USGS	01432055	2021-06-12 09:15	EDT	287	A
USGS	01432055	2021-06-12 09:30	EDT	287	A
USGS	01432055	2021-06-12 09:45	EDT	287	A
USGS	01432055	2021-06-12 10:00	EDT	280	A
USGS	01432055	2021-06-12 10:15	EDT	280	A
USGS	01432055	2021-06-12 10:30	EDT	287	A
USGS	01432055	2021-06-12 10:45	EDT	280	A
USGS	01432055	2021-06-12 11:00	EDT	287	A
USGS	01432055	2021-06-12 11:15	EDT	287	A
USGS	01432055	2021-06-12 11:30	EDT	280	A
USGS	01432055	2021-06-12 11:45	EDT	280	A
USGS	01432055	2021-06-12 12:00	EDT	280	A
USGS	01432055	2021-06-12 12:15	EDT	280	A
USGS	01432055	2021-06-12 12:30	EDT	280	A
USGS	01432055	2021-06-12 12:45	EDT	280	A
USGS	01432055	2021-06-12 13:00	EDT	280	A
USGS	01432055	2021-06-12 13:15	EDT	280	A
USGS	01432055	2021-06-12 13:30	EDT	280	A
USGS	01432055	2021-06-12 13:45	EDT	280	A
USGS	01432055	2021-06-12 14:00	EDT	280	A
USGS	01432055	2021-06-12 14:15	EDT	280	A
USGS	01432055	2021-06-12 14:30	EDT	280	A
USGS	01432055	2021-06-12 14:45	EDT	273	A
USGS	01432055	2021-06-12 15:00	EDT	273	A
USGS	01432055	2021-06-12 15:15	EDT	280	A
USGS	01432055	2021-06-12 15:30	EDT	280	A
USGS	01432055	2021-06-12 15:45	EDT	273	A
USGS	01432055	2021-06-12 16:00	EDT	273	A
USGS	01432055	2021-06-12 16:15	EDT	273	A
USGS	01432055	2021-06-12 16:30	EDT	273	A
USGS	01432055	2021-06-12 16:45	EDT	273	A
USGS	01432055	2021-06-12 17:00	EDT	273	A
USGS	01432055	2021-06-12 17:15	EDT	273	A
USGS	01432055	2021-06-12 17:30	EDT	273	A
USGS	01432055	2021-06-12 17:45	EDT	273	A
USGS	01432055	2021-06-12 18:00	EDT	273	A
USGS	01432055	2021-06-12 18:15	EDT	273	A
USGS	01432055	2021-06-12 18:30	EDT	273	A
USGS	01432055	2021-06-12 18:45	EDT	273	A
USGS	01432055	2021-06-12 19:00	EDT	265	A
USGS	01432055	2021-06-12 19:15	EDT	265	A
USGS	01432055	2021-06-12 19:30	EDT	265	A
USGS	01432055	2021-06-12 19:45	EDT	265	A
USGS	01432055	2021-06-12 20:00	EDT	265	A
USGS	01432055	2021-06-12 20:15	EDT	265	A
USGS	01432055	2021-06-12 20:30	EDT	265	A
USGS	01432055	2021-06-12 20:45	EDT	265	A
USGS	01432055	2021-06-12 21:00	EDT	265	A
USGS	01432055	2021-06-12 21:15	EDT	265	A
USGS	01432055	2021-06-12 21:30	EDT	265	A
USGS	01432055	2021-06-12 21:45	EDT	265	A
USGS	01432055	2021-06-12 22:00	EDT	265	A
USGS	01432055	2021-06-12 22:15	EDT	265	A
USGS	01432055	2021-06-12 22:30	EDT	265	A
USGS	01432055	2021-06-12 22:45	EDT	258	A
USGS	01432055	2021-06-12 23:00	EDT	258	A
USGS	01432055	2021-06-12 23:15	EDT	265	A
USGS	01432055	2021-06-12 23:30	EDT	258	A
USGS	01432055	2021-06-12 23:45	EDT	258	A
USGS	01432055	2021-06-13 00:00	EDT	258	A
USGS	01432055	2021-06-13 00:15	EDT	258	A
USGS	01432055	2021-06-13 00:30	EDT	258	A
USGS	01432055	2021-06-13 00:45	EDT	258	A
USGS	01432055	2021-06-13 01:00	EDT	258	A
USGS	01432055	2021-06-13 01:15	EDT	258	A
USGS	01432055	2021-06-13 01:30	EDT	258	A
USGS	01432055	2021-06-13 01:45	EDT	258	A
USGS	01432055	2021-06-13 02:00	EDT	252	A
USGS	01432055	2021-06-13 02:15	EDT	258	A
USGS	01432055	2021-06-13 02:30	EDT	252	A
USGS	01432055	2021-06-13 02:45	EDT	252	A
USGS	01432055	2021-06-13 03:00	EDT	258	A
USGS	01432055	2021-06-13 03:15	EDT	258	A
USGS	01432055	2021-06-13 03:30	EDT	258	A
USGS	01432055	2021-06-13 03:45	EDT	252	A
USGS	01432055	2021-06-13 04:00	EDT	258	A
USGS	01432055	2021-06-13 04:15	EDT	258	A
USGS	01432055	2021-06-13 04:30	EDT	258	A
USGS	01432055	2021-06-13 04:45	EDT	252	A
USGS	01432055	2021-06-13 05:00	EDT	258	A
USGS	01432055	2021-06-13 05:15	EDT	258	A
USGS	01432055	2021-06-13 05:30	EDT	252	A
USGS	01432055	2021-06-13 05:45	EDT	252	A
USGS	01432055	2021-06-13 06:00	EDT	258	A
USGS	01432055	2021-06-13 06:15	EDT	252	A
USGS	01432055	2021-06-13 06:30	EDT	252	A
USGS	01432055	2021-06-13 06:45	EDT	252	A
USGS	01432055	2021-06-13 07:00	EDT	258	A
USGS	01432055	2021-06-13 07:15	EDT	265	A
USGS	01432055	2021-06-13 07:30	EDT	265	A
USGS	01432055	2021-06-13 07:45	EDT	273	A
USGS	01432055	2021-06-13 08:00	EDT	273	A
USGS	01432055	2021-06-13 08:15	EDT	280	A
USGS	01432055	2021-06-13 08:30	EDT	280	A
USGS	01432055	2021-06-13 08:45	EDT	280	A
USGS	01432055	2021-06-13 09:00	EDT	287	A
USGS	01432055	2021-06-13 09:15	EDT	287	A
USGS	01432055	2021-06-13 09:30	EDT	294	A
USGS	01432055	2021-06-13 09:45	EDT	302	A
USGS	01432055	2021-06-13 10:00	EDT	302	A
USGS	01432055	2021-06-13 10:15	EDT	310	A
USGS	01432055	2021-06-13 10:30	EDT	302	A
USGS	01432055	2021-06-13 10:45	EDT	310	A
USGS	01432055	2021-06-13 11:00	EDT	310	A
USGS	01432055	2021-06-13 11:15	EDT	310	A
USGS	01432055	2021-06-13 11:30	EDT	302	A
USGS	01432055	2021-06-13 11:45	EDT	302	A
USGS	01432055	2021-06-13 12:00	EDT	302	A
USGS	01432055	2021-06-13 12:15	EDT	310	A
USGS	01432055	2021-06-13 12:30	EDT	302	A
USGS	01432055	2021-06-13 12:45	EDT	302	A
USGS	01432055	2021-06-13 13:00	EDT	302	A
USGS	01432055	2021-06-13 13:15	EDT	302	A
USGS	01432055	2021-06-13 13:30	EDT	302	A
USGS	01432055	2021-06-13 13:45	EDT	310	A
USGS	01432055	2021-06-13 14:00	EDT	310	A
USGS	01432055	2021-06-13 14:15	EDT	302	A
USGS	01432055	2021-06-13 14:30	EDT	302	A
USGS	01432055	2021-06-13 14:45	EDT	302	A
USGS	01432055	2021-06-13 15:00	EDT	310	A
USGS	01432055	2021-06-13 15:15	EDT	310	A
USGS	01432055	2021-06-13 15:30	EDT	310	A
USGS	01432055	2021-06-13 15:45	EDT	310	A
USGS	01432055	2021-06-13 16:00	EDT	310	A
USGS	01432055	2021-06-13 16:15	EDT	310	A
USGS	01432055	2021-06-13 16:30	EDT	310	A
USGS	01432055	2021-06-13 16:45	EDT	310	A
USGS	01432055	2021-06-13 17:00	EDT	310	A
USGS	01432055	2021-06-13 17:15	EDT	310	A
USGS	01432055	2021-06-13 17:30	EDT	310	A
USGS	01432055	2021-06-13 17:45	EDT	310	A
USGS	01432055	2021-06-13 18:00	EDT	310	A
USGS	01432055	2021-06-13 18:15	EDT	302	A
USGS	01432055	2021-06-13 18:30	EDT	302	A
USGS	01432055	2021-06-13 18:45	EDT	302	A
USGS	01432055	2021-06-13 19:00	EDT	302	A
USGS	01432055	2021-06-13 19:15	EDT	302	A
USGS	01432055	2021-06-13 19:30	EDT	302	A
USGS	01432055	2021-06-13 19:45	EDT	302	A
USGS	01432055	2021-06-13 20:00	EDT	302	A
USGS	01432055	2021-06-13 20:15	EDT	294	A
USGS	01432055	2021-06-13 20:30	EDT	294	A
USGS	01432055	2021-06-13 20:45	EDT	294	A
USGS	01432055	2021-06-13 21:00	EDT	294	A
USGS	01432055	2021-06-13 21:15	EDT	294	A
USGS	01432055	2021-06-13 21:30	EDT	287	A
USGS	01432055	2021-06-13 21:45	EDT	294	A
USGS	01432055	2021-06-13 22:00	EDT	294	A
USGS	01432055	2021-06-13 22:15	EDT	294	A
USGS	01432055	2021-06-13 22:30	EDT	287	A
USGS	01432055	2021-06-13 22:45	EDT	287	A
USGS	01432055	2021-06-13 23:00	EDT	287	A
USGS	01432055	2021-06-13 23:15	EDT	287	A
USGS	01432055	2021-06-13 23:30	EDT	287	A
USGS	01432055	2021-06-13 23:45	EDT	287	A
USGS	01432055	2021-06-14 00:00	EDT	287	A
USGS	01432055	2021-06-14 00:15	EDT	287	A
USGS	01432055	2021-06-14 00:30	EDT	287	A
USGS	01432055	2021-06-14 00:45	EDT	287	A
USGS	01432055	2021-06-14 01:00	EDT	287	A
USGS	01432055	2021-06-14 01:15	EDT	287	A
USGS	01432055	2021-06-14 01:30	EDT	287	A
USGS	01432055	2021-06-14 01:45	EDT	287	A
USGS	01432055	2021-06-14 02:00	EDT	287	A
USGS	01432055	2021-06-14 02:15	EDT	287	A
USGS	01432055	2021-06-14 02:30	EDT	287	A
USGS	01432055	2021-06-14 02:45	EDT	287	A
USGS	01432055	2021-06-14 03:00	EDT	287	A
USGS	01432055	2021-06-14 03:15	EDT	287	A
USGS	01432055	2021-06-14 03:30	EDT	287	A
USGS	01432055	2021-06-14 03:45	EDT	287	A
USGS	01432055	2021-06-14 04:00	EDT	287	A
USGS	01432055	2021-06-14 04:15	EDT	287	A
USGS	01432055	2021-06-14 04:30	EDT	287	A
USGS	01432055	2021-06-14 04:45	EDT	287	A
USGS	01432055	2021-06-14 05:00	EDT	287	A
USGS	01432055	2021-06-14 05:15	EDT	287	A
USGS	01432055	2021-06-14 05:30	EDT	287	A
USGS	01432055	2021-06-14 05:45	EDT	379	A
USGS	01432055	2021-06-14 06:00	EDT	672	A
USGS	01432055	2021-06-14 06:15	EDT	745	A
USGS	01432055	2021-06-14 06:30	EDT	755	A
USGS	01432055	2021-06-14 06:45	EDT	923	A
USGS	01432055	2021-06-14 07:00	EDT	976	A
USGS	01432055	2021-06-14 07:15	EDT	986	A
USGS	01432055	2021-06-14 07:30	EDT	986	A
USGS	01432055	2021-06-14 07:45	EDT	997	A
USGS	01432055	2021-06-14 08:00	EDT	997	A
USGS	01432055	2021-06-14 08:15	EDT	1010	A
USGS	01432055	2021-06-14 08:30	EDT	1010	A
USGS	01432055	2021-06-14 08:45	EDT	997	A
USGS	01432055	2021-06-14 09:00	EDT	1010	A
USGS	01432055	2021-06-14 09:15	EDT	997	A
USGS	01432055	2021-06-14 09:30	EDT	997	A
USGS	01432055	2021-06-14 09:45	EDT	997	A
USGS	01432055	2021-06-14 10:00	EDT	1010	A
USGS	01432055	2021-06-14 10:15	EDT	1010	A
USGS	01432055	2021-06-14 10:30	EDT	1010	A
USGS	01432055	2021-06-14 10:45	EDT	997	A
USGS	01432055	2021-06-14 11:00	EDT	997	A
USGS	01432055	2021-06-14 11:15	EDT	1010	A
USGS	01432055	2021-06-14 11:30	EDT	1010	A
USGS	01432055	2021-06-14 11:45	EDT	997	A
USGS	01432055	2021-06-14 12:00	EDT	997	A
USGS	01432055	2021-06-14 12:15	EDT	1010	A
USGS	01432055	2021-06-14 12:30	EDT	997	A
USGS	01432055	2021-06-14 12:45	EDT	1010	A
USGS	01432055	2021-06-14 13:00	EDT	997	A
USGS	01432055	2021-06-14 13:15	EDT	997	A
USGS	01432055	2021-06-14 13:30	EDT	997	A
USGS	01432055	2021-06-14 13:45	EDT	986	A
USGS	01432055	2021-06-14 14:00	EDT	997	A
USGS	01432055	2021-06-14 14:15	EDT	997	A
USGS	01432055	2021-06-14 14:30	EDT	997	A
USGS	01432055	2021-06-14 14:45	EDT	997	A
USGS	01432055	2021-06-14 15:00	EDT	997	A
USGS	01432055	2021-06-14 15:15	EDT	986	A
USGS	01432055	2021-06-14 15:30	EDT	997	A
USGS	01432055	2021-06-14 15:45	EDT	986	A
USGS	01432055	2021-06-14 16:00	EDT	997	A
USGS	01432055	2021-06-14 16:15	EDT	997	A
USGS	01432055	2021-06-14 16:30	EDT	986	A
USGS	01432055	2021-06-14 16:45	EDT	986	A
USGS	01432055	2021-06-14 17:00	EDT	986	A
USGS	01432055	2021-06-14 17:15	EDT	986	A
USGS	01432055	2021-06-14 17:30	EDT	997	A
USGS	01432055	2021-06-14 17:45	EDT	986	A
USGS	01432055	2021-06-14 18:00	EDT	986	A
USGS	01432055	2021-06-14 18:15	EDT	986	A
USGS	01432055	2021-06-14 18:30	EDT	923	A
USGS	01432055	2021-06-14 18:45	EDT	636	A
USGS	01432055	2021-06-14 19:00	EDT	409	A
USGS	01432055	2021-06-14 19:15	EDT	316	A
USGS	01432055	2021-06-14 19:30	EDT	280	A
USGS	01432055	2021-06-14 19:45	EDT	265	A
USGS	01432055	2021-06-14 20:00	EDT	258	A
USGS	01432055	2021-06-14 20:15	EDT	258	A
USGS	01432055	2021-06-14 20:30	EDT	258	A
USGS	01432055	2021-06-14 20:45	EDT	258	A
USGS	01432055	2021-06-14 21:00	EDT	258	A
USGS	01432055	2021-06-14 21:15	EDT	258	A
USGS	01432055	2021-06-14 21:30	EDT	258	A
USGS	01432055	2021-06-14 21:45	EDT	258	A
USGS	01432055	2021-06-14 22:00	EDT	258	A
USGS	01432055	2021-06-14 22:15	EDT	252	A
USGS	01432055	2021-06-14 22:30	EDT	258	A
USGS	01432055	2021-06-14 22:45	EDT	258	A
USGS	01432055	2021-06-14 23:00	EDT	258	A
USGS	01432055	2021-06-14 23:15	EDT	258	A
USGS	01432055	2021-06-14 23:30	EDT	258	A
USGS	01432055	2021-06-14 23:45	EDT	258	A
USGS	01432055	2021-06-15 00:00	EDT	258	A
USGS	01432055	2021-06-15 00:15	EDT	258	A
USGS	01432055	2021-06-15 00:30	EDT	265	A
USGS	01432055	2021-06-15 00:45	EDT	265	A
USGS	01432055	2021-06-15 01:00	EDT	265	A
USGS	01432055	2021-06-15 01:15	EDT	265	A
USGS	01432055	2021-06-15 01:30	EDT	265	A
USGS	01432055	2021-06-15 01:45	EDT	265	A
USGS	01432055	2021-06-15 02:00	EDT	273	A
USGS	01432055	2021-06-15 02:15	EDT	265	A
USGS	01432055	2021-06-15 02:30	EDT	265	A
USGS	01432055	2021-06-15 02:45	EDT	265	A
USGS	01432055	2021-06-15 03:00	EDT	265	A
USGS	01432055	2021-06-15 03:15	EDT	265	A
USGS	01432055	2021-06-15 03:30	EDT	258	A
USGS	01432055	2021-06-15 03:45	EDT	258	A
USGS	01432055	2021-06-15 04:00	EDT	258	A
USGS	01432055	2021-06-15 04:15	EDT	258	A
USGS	01432055	2021-06-15 04:30	EDT	252	A
USGS	01432055	2021-06-15 04:45	EDT	258	A
USGS	01432055	2021-06-15 05:00	EDT	252	A
USGS	01432055	2021-06-15 05:15	EDT	252	A
USGS	01432055	2021-06-15 05:30	EDT	252	A
USGS	01432055	2021-06-15 05:45	EDT	379	A
USGS	01432055	2021-06-15 06:00	EDT	690	A
USGS	01432055	2021-06-15 06:15	EDT	764	A
USGS	01432055	2021-06-15 06:30	EDT	774	A
USGS	01432055	2021-06-15 06:45	EDT	862	A
USGS	01432055	2021-06-15 07:00	EDT	862	A
USGS	01432055	2021-06-15 07:15	EDT	872	A
USGS	01432055	2021-06-15 07:30	EDT	872	A
USGS	01432055	2021-06-15 07:45	EDT	954	A
USGS	01432055	2021-06-15 08:00	EDT	944	A
USGS	01432055	2021-06-15 08:15	EDT	933	A
USGS	01432055	2021-06-15 08:30	EDT	872	A
USGS	01432055	2021-06-15 08:45	EDT	965	A
USGS	01432055	2021-06-15 09:00	EDT	965	A
USGS	01432055	2021-06-15 09:15	EDT	902	A
USGS	01432055	2021-06-15 09:30	EDT	872	A
USGS	01432055	2021-06-15 09:45	EDT	954	A
USGS	01432055	2021-06-15 10:00	EDT	965	A
USGS	01432055	2021-06-15 10:15	EDT	976	A
USGS	01432055	2021-06-15 10:30	EDT	933	A
USGS	01432055	2021-06-15 10:45	EDT	986	A
USGS	01432055	2021-06-15 11:00	EDT	1030	A
USGS	01432055	2021-06-15 11:15	EDT	933	A
USGS	01432055	2021-06-15 11:30	EDT	902	A
USGS	01432055	2021-06-15 11:45	EDT	954	A
USGS	01432055	2021-06-15 12:00	EDT	986	A
USGS	01432055	2021-06-15 12:15	EDT	872	A
USGS	01432055	2021-06-15 12:30	EDT	862	A
USGS	01432055	2021-06-15 12:45	EDT	1140	A
USGS	01432055	2021-06-15 13:00	EDT	1250	A
USGS	01432055	2021-06-15 13:15	EDT	1250	A
USGS	01432055	2021-06-15 13:30	EDT	1230	A
USGS	01432055	2021-06-15 13:45	EDT	1210	A
USGS	01432055	2021-06-15 14:00	EDT	1250	A
USGS	01432055	2021-06-15 14:15	EDT	1180	A
USGS	01432055	2021-06-15 14:30	EDT	1160	A
USGS	01432055	2021-06-15 14:45	EDT	1240	A
