# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-04-29 16:45:08 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01482100 DELAWARE RIVER AT DEL MEM BRIDGE AT WILMINGTON DE
# -----------------------------------------------------------------------------------
#
# Data provided for site 01482100
#            TS   parameter     Description
#        275837       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	275837_00060	275837_00060_cd
USGS	01482100	2021-12-30 09:42	EST	-4080	P
USGS	01482100	2021-12-30 09:48	EST	25300	P
USGS	01482100	2021-12-30 09:54	EST	68200	P
USGS	01482100	2021-12-30 10:00	EST	93200	P
USGS	01482100	2021-12-30 10:06	EST	102000	P
USGS	01482100	2021-12-30 10:12	EST	119000	P
USGS	01482100	2021-12-30 10:18	EST	136000	P
USGS	01482100	2021-12-30 10:24	EST	176000	P
USGS	01482100	2021-12-30 10:30	EST	195000	P
USGS	01482100	2021-12-30 10:36	EST	254000	P
USGS	01482100	2021-12-30 10:42	EST	267000	P
USGS	01482100	2021-12-30 10:48	EST	288000	P
USGS	01482100	2021-12-30 10:54	EST	294000	P
USGS	01482100	2021-12-30 11:00	EST	318000	P
USGS	01482100	2021-12-30 11:06	EST	317000	P
USGS	01482100	2021-12-30 11:12	EST	320000	P
USGS	01482100	2021-12-30 11:18	EST	374000	P
USGS	01482100	2021-12-30 11:24	EST	384000	P
USGS	01482100	2021-12-30 11:30	EST	392000	P
USGS	01482100	2021-12-30 11:36	EST	435000	P
USGS	01482100	2021-12-30 11:42	EST	424000	P
USGS	01482100	2021-12-30 11:48	EST	471000	P
USGS	01482100	2021-12-30 11:54	EST	471000	P
USGS	01482100	2021-12-30 12:00	EST	473000	P
USGS	01482100	2021-12-30 12:06	EST	465000	P
USGS	01482100	2021-12-30 12:12	EST	480000	P
USGS	01482100	2021-12-30 12:18	EST	458000	P
USGS	01482100	2021-12-30 12:24	EST	468000	P
USGS	01482100	2021-12-30 12:30	EST	456000	P
USGS	01482100	2021-12-30 12:36	EST	481000	P
USGS	01482100	2021-12-30 12:42	EST	455000	P
USGS	01482100	2021-12-30 12:48	EST	476000	P
USGS	01482100	2021-12-30 12:54	EST	526000	P
USGS	01482100	2021-12-30 13:00	EST	513000	P
USGS	01482100	2021-12-30 13:06	EST	537000	P
USGS	01482100	2021-12-30 13:12	EST	517000	P
USGS	01482100	2021-12-30 13:18	EST	465000	P
USGS	01482100	2021-12-30 13:24	EST	512000	P
USGS	01482100	2021-12-30 13:30	EST	426000	P
USGS	01482100	2021-12-30 13:36	EST	465000	P
USGS	01482100	2021-12-30 13:42	EST	467000	P
USGS	01482100	2021-12-30 13:48	EST	381000	P
USGS	01482100	2021-12-30 13:54	EST	425000	P
USGS	01482100	2021-12-30 14:00	EST	436000	P
USGS	01482100	2021-12-30 14:06	EST	436000	P
USGS	01482100	2021-12-30 14:12	EST	469000	P
USGS	01482100	2021-12-30 14:18	EST	454000	P
USGS	01482100	2021-12-30 14:24	EST	401000	P
USGS	01482100	2021-12-30 14:30	EST	429000	P
USGS	01482100	2021-12-30 14:36	EST	325000	P
USGS	01482100	2021-12-30 14:42	EST	396000	P
USGS	01482100	2021-12-30 14:48	EST	367000	P
USGS	01482100	2021-12-30 14:54	EST	322000	P
USGS	01482100	2021-12-30 15:00	EST	392000	P
USGS	01482100	2021-12-30 15:06	EST	410000	P
USGS	01482100	2021-12-30 15:12	EST	358000	P
USGS	01482100	2021-12-30 15:18	EST	347000	P
USGS	01482100	2021-12-30 15:24	EST	366000	P
USGS	01482100	2021-12-30 15:30	EST	308000	P
USGS	01482100	2021-12-30 15:36	EST	262000	P
USGS	01482100	2021-12-30 15:42	EST	296000	P
USGS	01482100	2021-12-30 15:48	EST	300000	P
USGS	01482100	2021-12-30 15:54	EST	207000	P
USGS	01482100	2021-12-30 16:00	EST	202000	P
USGS	01482100	2021-12-30 16:06	EST	201000	P
USGS	01482100	2021-12-30 16:12	EST	140000	P
USGS	01482100	2021-12-30 16:18	EST	99100	P
USGS	01482100	2021-12-30 16:24	EST	44100	P
USGS	01482100	2021-12-30 16:30	EST	8290	P
USGS	01482100	2021-12-30 16:36	EST	-38600	P
USGS	01482100	2021-12-30 16:42	EST	-79900	P
USGS	01482100	2021-12-30 16:48	EST	-93200	P
USGS	01482100	2021-12-30 16:54	EST	-152000	P
USGS	01482100	2021-12-30 17:00	EST	-248000	P
USGS	01482100	2021-12-30 17:06	EST	-178000	P
USGS	01482100	2021-12-30 17:12	EST	-309000	P
USGS	01482100	2021-12-30 17:18	EST	-315000	P
USGS	01482100	2021-12-30 17:24	EST	-413000	P
USGS	01482100	2021-12-30 17:30	EST	-397000	P
USGS	01482100	2021-12-30 17:36	EST	-379000	P
USGS	01482100	2021-12-30 17:42	EST	-404000	P
USGS	01482100	2021-12-30 17:48	EST	-427000	P
USGS	01482100	2021-12-30 17:54	EST	-442000	P
USGS	01482100	2021-12-30 18:00	EST	-457000	P
USGS	01482100	2021-12-30 18:06	EST	-474000	P
USGS	01482100	2021-12-30 18:12	EST	-510000	P
USGS	01482100	2021-12-30 18:18	EST	-477000	P
USGS	01482100	2021-12-30 18:24	EST	-487000	P
USGS	01482100	2021-12-30 18:30	EST	-470000	P
USGS	01482100	2021-12-30 18:36	EST	-481000	P
USGS	01482100	2021-12-30 18:42	EST	-460000	P
USGS	01482100	2021-12-30 18:48	EST	-475000	P
USGS	01482100	2021-12-30 18:54	EST	-421000	P
USGS	01482100	2021-12-30 19:00	EST	-474000	P
USGS	01482100	2021-12-30 19:06	EST	-437000	P
USGS	01482100	2021-12-30 19:12	EST	-485000	P
USGS	01482100	2021-12-30 19:18	EST	-431000	P
USGS	01482100	2021-12-30 19:24	EST	-471000	P
USGS	01482100	2021-12-30 19:30	EST	-413000	P
USGS	01482100	2021-12-30 19:36	EST	-412000	P
USGS	01482100	2021-12-30 19:42	EST	-413000	P
USGS	01482100	2021-12-30 19:48	EST	-357000	P
USGS	01482100	2021-12-30 19:54	EST	-393000	P
USGS	01482100	2021-12-30 20:00	EST	-385000	P
USGS	01482100	2021-12-30 20:06	EST	-358000	P
USGS	01482100	2021-12-30 20:12	EST	-387000	P
USGS	01482100	2021-12-30 20:18	EST	-355000	P
USGS	01482100	2021-12-30 20:24	EST	-348000	P
USGS	01482100	2021-12-30 20:30	EST	-379000	P
USGS	01482100	2021-12-30 20:36	EST	-315000	P
USGS	01482100	2021-12-30 20:42	EST	-292000	P
USGS	01482100	2021-12-30 20:48	EST	-300000	P
USGS	01482100	2021-12-30 20:54	EST	-251000	P
USGS	01482100	2021-12-30 21:00	EST	-238000	P
USGS	01482100	2021-12-30 21:06	EST	-276000	P
USGS	01482100	2021-12-30 21:12	EST	-251000	P
USGS	01482100	2021-12-30 21:18	EST	-221000	P
USGS	01482100	2021-12-30 21:24	EST	-214000	P
USGS	01482100	2021-12-30 21:30	EST	-220000	P
USGS	01482100	2021-12-30 21:36	EST	-196000	P
USGS	01482100	2021-12-30 21:42	EST	-179000	P
USGS	01482100	2021-12-30 21:48	EST	-141000	P
USGS	01482100	2021-12-30 21:54	EST	-63800	P
USGS	01482100	2021-12-30 22:00	EST	-20800	P
USGS	01482100	2021-12-30 22:06	EST	6290	P
USGS	01482100	2021-12-30 22:12	EST	32900	P
USGS	01482100	2021-12-30 22:18	EST	22900	P
USGS	01482100	2021-12-30 22:24	EST	62200	P
USGS	01482100	2021-12-30 22:30	EST	77000	P
USGS	01482100	2021-12-30 22:36	EST	91700	P
USGS	01482100	2021-12-30 22:42	EST	104000	P
USGS	01482100	2021-12-30 22:48	EST	132000	P
USGS	01482100	2021-12-30 22:54	EST	156000	P
USGS	01482100	2021-12-30 23:00	EST	181000	P
USGS	01482100	2021-12-30 23:06	EST	244000	P
USGS	01482100	2021-12-30 23:12	EST	256000	P
USGS	01482100	2021-12-30 23:18	EST	273000	P
USGS	01482100	2021-12-30 23:24	EST	273000	P
USGS	01482100	2021-12-30 23:30	EST	287000	P
USGS	01482100	2021-12-30 23:36	EST	302000	P
USGS	01482100	2021-12-30 23:42	EST	311000	P
USGS	01482100	2021-12-30 23:48	EST	305000	P
USGS	01482100	2021-12-30 23:54	EST	351000	P
USGS	01482100	2021-12-31 00:00	EST	360000	P
USGS	01482100	2021-12-31 00:06	EST	399000	P
USGS	01482100	2021-12-31 00:12	EST	429000	P
USGS	01482100	2021-12-31 00:18	EST	434000	P
USGS	01482100	2021-12-31 00:24	EST	445000	P
USGS	01482100	2021-12-31 00:30	EST	460000	P
USGS	01482100	2021-12-31 00:36	EST	463000	P
USGS	01482100	2021-12-31 00:42	EST	457000	P
USGS	01482100	2021-12-31 00:48	EST	470000	P
USGS	01482100	2021-12-31 00:54	EST	476000	P
USGS	01482100	2021-12-31 01:00	EST	464000	P
USGS	01482100	2021-12-31 01:06	EST	458000	P
USGS	01482100	2021-12-31 01:12	EST	485000	P
USGS	01482100	2021-12-31 01:18	EST	471000	P
USGS	01482100	2021-12-31 01:24	EST	476000	P
USGS	01482100	2021-12-31 01:30	EST	520000	P
USGS	01482100	2021-12-31 01:36	EST	438000	P
USGS	01482100	2021-12-31 01:42	EST	439000	P
USGS	01482100	2021-12-31 01:48	EST	443000	P
USGS	01482100	2021-12-31 01:54	EST	422000	P
USGS	01482100	2021-12-31 02:00	EST	432000	P
USGS	01482100	2021-12-31 02:06	EST	439000	P
USGS	01482100	2021-12-31 02:12	EST	354000	P
USGS	01482100	2021-12-31 02:18	EST	431000	P
USGS	01482100	2021-12-31 02:24	EST	422000	P
USGS	01482100	2021-12-31 02:30	EST	357000	P
USGS	01482100	2021-12-31 02:36	EST	347000	P
USGS	01482100	2021-12-31 02:42	EST	412000	P
USGS	01482100	2021-12-31 02:48	EST	372000	P
USGS	01482100	2021-12-31 02:54	EST	387000	P
USGS	01482100	2021-12-31 03:00	EST	403000	P
USGS	01482100	2021-12-31 03:06	EST	327000	P
USGS	01482100	2021-12-31 03:12	EST	376000	P
USGS	01482100	2021-12-31 03:18	EST	354000	P
USGS	01482100	2021-12-31 03:24	EST	344000	P
USGS	01482100	2021-12-31 03:30	EST	274000	P
USGS	01482100	2021-12-31 03:36	EST	349000	P
USGS	01482100	2021-12-31 03:42	EST	307000	P
USGS	01482100	2021-12-31 03:48	EST	311000	P
USGS	01482100	2021-12-31 03:54	EST	295000	P
USGS	01482100	2021-12-31 04:00	EST	241000	P
USGS	01482100	2021-12-31 04:06	EST	182000	P
USGS	01482100	2021-12-31 04:12	EST	182000	P
USGS	01482100	2021-12-31 04:18	EST	162000	P
USGS	01482100	2021-12-31 04:24	EST	112000	P
USGS	01482100	2021-12-31 04:30	EST	74900	P
USGS	01482100	2021-12-31 04:36	EST	21100	P
USGS	01482100	2021-12-31 04:42	EST	-55100	P
USGS	01482100	2021-12-31 04:48	EST	-66100	P
USGS	01482100	2021-12-31 04:54	EST	-118000	P
USGS	01482100	2021-12-31 05:00	EST	-176000	P
USGS	01482100	2021-12-31 05:06	EST	-262000	P
USGS	01482100	2021-12-31 05:12	EST	-208000	P
USGS	01482100	2021-12-31 05:18	EST	-273000	P
USGS	01482100	2021-12-31 05:24	EST	-382000	P
USGS	01482100	2021-12-31 05:30	EST	-462000	P
USGS	01482100	2021-12-31 05:36	EST	-451000	P
USGS	01482100	2021-12-31 05:42	EST	-436000	P
USGS	01482100	2021-12-31 05:48	EST	-497000	P
USGS	01482100	2021-12-31 05:54	EST	-508000	P
USGS	01482100	2021-12-31 06:00	EST	-558000	P
USGS	01482100	2021-12-31 06:06	EST	-529000	P
USGS	01482100	2021-12-31 06:12	EST	-541000	P
USGS	01482100	2021-12-31 06:18	EST	-553000	P
USGS	01482100	2021-12-31 06:24	EST	-554000	P
USGS	01482100	2021-12-31 06:30	EST	-548000	P
USGS	01482100	2021-12-31 06:36	EST	-484000	P
USGS	01482100	2021-12-31 06:42	EST	-550000	P
USGS	01482100	2021-12-31 06:48	EST	-499000	P
USGS	01482100	2021-12-31 06:54	EST	-568000	P
USGS	01482100	2021-12-31 07:00	EST	-520000	P
USGS	01482100	2021-12-31 07:06	EST	-534000	P
USGS	01482100	2021-12-31 07:12	EST	-517000	P
USGS	01482100	2021-12-31 07:18	EST	-505000	P
USGS	01482100	2021-12-31 07:24	EST	-536000	P
USGS	01482100	2021-12-31 07:30	EST	-494000	P
USGS	01482100	2021-12-31 07:36	EST	-499000	P
USGS	01482100	2021-12-31 07:42	EST	-496000	P
USGS	01482100	2021-12-31 07:48	EST	-526000	P
USGS	01482100	2021-12-31 07:54	EST	-500000	P
USGS	01482100	2021-12-31 08:00	EST	-473000	P
USGS	01482100	2021-12-31 08:06	EST	-436000	P
USGS	01482100	2021-12-31 08:12	EST	-444000	P
USGS	01482100	2021-12-31 08:18	EST	-414000	P
USGS	01482100	2021-12-31 08:24	EST	-347000	P
USGS	01482100	2021-12-31 08:30	EST	-434000	P
USGS	01482100	2021-12-31 08:36	EST	-407000	P
USGS	01482100	2021-12-31 08:42	EST	-457000	P
USGS	01482100	2021-12-31 08:48	EST	-440000	P
USGS	01482100	2021-12-31 08:54	EST	-366000	P
USGS	01482100	2021-12-31 09:00	EST	-371000	P
USGS	01482100	2021-12-31 09:06	EST	-333000	P
USGS	01482100	2021-12-31 09:12	EST	-352000	P
USGS	01482100	2021-12-31 09:18	EST	-367000	P
USGS	01482100	2021-12-31 09:24	EST	-312000	P
USGS	01482100	2021-12-31 09:30	EST	-324000	P
USGS	01482100	2021-12-31 09:36	EST	-341000	P
USGS	01482100	2021-12-31 09:42	EST	-301000	P
USGS	01482100	2021-12-31 09:48	EST	-268000	P
USGS	01482100	2021-12-31 09:54	EST	-241000	P
USGS	01482100	2021-12-31 10:00	EST	-228000	P
USGS	01482100	2021-12-31 10:06	EST	-189000	P
USGS	01482100	2021-12-31 10:12	EST	-137000	P
USGS	01482100	2021-12-31 10:18	EST	-68300	P
USGS	01482100	2021-12-31 10:24	EST	-2670	P
USGS	01482100	2021-12-31 10:30	EST	-19000	P
USGS	01482100	2021-12-31 10:36	EST	12200	P
USGS	01482100	2021-12-31 10:42	EST	-1030	P
USGS	01482100	2021-12-31 10:48	EST	19600	P
USGS	01482100	2021-12-31 10:54	EST	51600	P
USGS	01482100	2021-12-31 11:00	EST	85700	P
USGS	01482100	2021-12-31 11:06	EST	79100	P
USGS	01482100	2021-12-31 11:12	EST	110000	P
USGS	01482100	2021-12-31 11:18	EST	128000	P
USGS	01482100	2021-12-31 11:24	EST	153000	P
USGS	01482100	2021-12-31 11:30	EST	179000	P
USGS	01482100	2021-12-31 11:36	EST	249000	P
USGS	01482100	2021-12-31 11:42	EST	280000	P
USGS	01482100	2021-12-31 11:48	EST	297000	P
USGS	01482100	2021-12-31 11:54	EST	291000	P
USGS	01482100	2021-12-31 12:00	EST	285000	P
USGS	01482100	2021-12-31 12:06	EST	308000	P
USGS	01482100	2021-12-31 12:12	EST	350000	P
USGS	01482100	2021-12-31 12:18	EST	367000	P
USGS	01482100	2021-12-31 12:24	EST	397000	P
USGS	01482100	2021-12-31 12:30	EST	402000	P
USGS	01482100	2021-12-31 12:36	EST	413000	P
USGS	01482100	2021-12-31 12:42	EST	458000	P
USGS	01482100	2021-12-31 12:48	EST	450000	P
USGS	01482100	2021-12-31 12:54	EST	459000	P
USGS	01482100	2021-12-31 13:00	EST	476000	P
USGS	01482100	2021-12-31 13:06	EST	482000	P
USGS	01482100	2021-12-31 13:12	EST	481000	P
USGS	01482100	2021-12-31 13:18	EST	468000	P
USGS	01482100	2021-12-31 13:24	EST	446000	P
USGS	01482100	2021-12-31 13:30	EST	442000	P
USGS	01482100	2021-12-31 13:36	EST	511000	P
USGS	01482100	2021-12-31 13:42	EST	478000	P
USGS	01482100	2021-12-31 13:48	EST	472000	P
USGS	01482100	2021-12-31 13:54	EST	512000	P
USGS	01482100	2021-12-31 14:00	EST	485000	P
USGS	01482100	2021-12-31 14:06	EST	438000	P
USGS	01482100	2021-12-31 14:12	EST	518000	P
USGS	01482100	2021-12-31 14:18	EST	480000	P
USGS	01482100	2021-12-31 14:24	EST	464000	P
USGS	01482100	2021-12-31 14:30	EST	447000	P
USGS	01482100	2021-12-31 14:36	EST	398000	P
USGS	01482100	2021-12-31 14:42	EST	462000	P
USGS	01482100	2021-12-31 14:48	EST	448000	P
USGS	01482100	2021-12-31 14:54	EST	479000	P
USGS	01482100	2021-12-31 15:00	EST	467000	P
USGS	01482100	2021-12-31 15:06	EST	390000	P
USGS	01482100	2021-12-31 15:12	EST	476000	P
USGS	01482100	2021-12-31 15:18	EST	336000	P
USGS	01482100	2021-12-31 15:24	EST	453000	P
USGS	01482100	2021-12-31 15:30	EST	418000	P
USGS	01482100	2021-12-31 15:36	EST	406000	P
USGS	01482100	2021-12-31 15:42	EST	383000	P
USGS	01482100	2021-12-31 15:48	EST	426000	P
USGS	01482100	2021-12-31 15:54	EST	373000	P
USGS	01482100	2021-12-31 16:00	EST	411000	P
USGS	01482100	2021-12-31 16:06	EST	416000	P
USGS	01482100	2021-12-31 16:12	EST	410000	P
USGS	01482100	2021-12-31 16:18	EST	376000	P
USGS	01482100	2021-12-31 16:24	EST	372000	P
USGS	01482100	2021-12-31 16:30	EST	331000	P
USGS	01482100	2021-12-31 16:36	EST	354000	P
USGS	01482100	2021-12-31 16:42	EST	360000	P
USGS	01482100	2021-12-31 16:48	EST	285000	P
USGS	01482100	2021-12-31 16:54	EST	310000	P
USGS	01482100	2021-12-31 17:00	EST	274000	P
USGS	01482100	2021-12-31 17:06	EST	254000	P
USGS	01482100	2021-12-31 17:12	EST	242000	P
USGS	01482100	2021-12-31 17:18	EST	210000	P
USGS	01482100	2021-12-31 17:24	EST	144000	P
USGS	01482100	2021-12-31 17:30	EST	103000	P
USGS	01482100	2021-12-31 17:36	EST	36700	P
USGS	01482100	2021-12-31 17:42	EST	13500	P
USGS	01482100	2021-12-31 17:48	EST	-23500	P
USGS	01482100	2021-12-31 17:54	EST	-80600	P
USGS	01482100	2021-12-31 18:00	EST	-94100	P
USGS	01482100	2021-12-31 18:06	EST	-116000	P
USGS	01482100	2021-12-31 18:12	EST	-173000	P
USGS	01482100	2021-12-31 18:18	EST	-171000	P
USGS	01482100	2021-12-31 18:24	EST	-350000	P
USGS	01482100	2021-12-31 18:30	EST	-348000	P
USGS	01482100	2021-12-31 18:36	EST	-372000	P
USGS	01482100	2021-12-31 18:42	EST	-350000	P
USGS	01482100	2021-12-31 18:48	EST	-395000	P
USGS	01482100	2021-12-31 18:54	EST	-422000	P
USGS	01482100	2021-12-31 19:00	EST	-445000	P
USGS	01482100	2021-12-31 19:06	EST	-486000	P
USGS	01482100	2021-12-31 19:12	EST	-507000	P
USGS	01482100	2021-12-31 19:18	EST	-507000	P
USGS	01482100	2021-12-31 19:24	EST	-518000	P
USGS	01482100	2021-12-31 19:30	EST	-533000	P
USGS	01482100	2021-12-31 19:36	EST	-585000	P
USGS	01482100	2021-12-31 19:42	EST	-544000	P
USGS	01482100	2021-12-31 19:48	EST	-570000	P
USGS	01482100	2021-12-31 19:54	EST	-506000	P
USGS	01482100	2021-12-31 20:00	EST	-528000	P
USGS	01482100	2021-12-31 20:06	EST	-486000	P
USGS	01482100	2021-12-31 20:12	EST	-546000	P
USGS	01482100	2021-12-31 20:18	EST	-443000	P
USGS	01482100	2021-12-31 20:24	EST	-538000	P
USGS	01482100	2021-12-31 20:30	EST	-419000	P
USGS	01482100	2021-12-31 20:36	EST	-426000	P
USGS	01482100	2021-12-31 20:42	EST	-395000	P
USGS	01482100	2021-12-31 20:48	EST	-415000	P
USGS	01482100	2021-12-31 20:54	EST	-376000	P
USGS	01482100	2021-12-31 21:00	EST	-363000	P
USGS	01482100	2021-12-31 21:06	EST	-421000	P
USGS	01482100	2021-12-31 21:12	EST	-382000	P
USGS	01482100	2021-12-31 21:18	EST	-329000	P
USGS	01482100	2021-12-31 21:24	EST	-366000	P
USGS	01482100	2021-12-31 21:30	EST	-301000	P
USGS	01482100	2021-12-31 21:36	EST	-341000	P
USGS	01482100	2021-12-31 21:42	EST	-294000	P
USGS	01482100	2021-12-31 21:48	EST	-276000	P
USGS	01482100	2021-12-31 21:54	EST	-267000	P
USGS	01482100	2021-12-31 22:00	EST	-229000	P
USGS	01482100	2021-12-31 22:06	EST	-262000	P
USGS	01482100	2021-12-31 22:12	EST	-267000	P
USGS	01482100	2021-12-31 22:18	EST	-207000	P
USGS	01482100	2021-12-31 22:24	EST	-188000	P
USGS	01482100	2021-12-31 22:30	EST	-181000	P
USGS	01482100	2021-12-31 22:36	EST	-122000	P
USGS	01482100	2021-12-31 22:42	EST	-88500	P
USGS	01482100	2021-12-31 22:48	EST	-72600	P
USGS	01482100	2021-12-31 22:54	EST	-50000	P
USGS	01482100	2021-12-31 23:00	EST	3270	P
USGS	01482100	2021-12-31 23:06	EST	23400	P
