,cannonsville,neversink,pepacton,fewalter,beltzvilleCombined
1983-10-25,45.070938370895995,45.57123794043165,38.758688039169805,263.6197316635956,70.41942169710158
1983-10-26,44.430479693551334,33.94313564630674,37.698747274457,196.83190105199293,55.89629694367947
1983-10-27,44.026614893404485,29.078923555338132,34.351112588756784,159.6067827072525,50.94334999524558
1983-10-28,43.69746606050801,25.84423365546488,34.39686922329257,132.41946349078313,44.817125360784246
1983-10-29,41.90081274090378,22.830777228305315,32.423044610351624,111.51758742281427,42.41579324041334
1983-10-30,40.34573502519518,21.55265118337562,30.392505298760554,98.93715062525004,38.643196194900135
1983-10-31,39.03257470831503,20.744643639189693,27.610378579030098,89.76055761870235,36.83302237664252
1983-11-01,37.9655266504481,20.07510901815899,27.117083936379004,83.9305471982324,36.05851776610141
1983-11-02,37.22592598911803,19.872115724977235,27.092771390795185,79.77937597847644,33.99968699162608
1983-11-03,37.46569112795138,19.869870357684675,27.317254492971614,78.86169647403256,34.16727294757465
1983-11-04,38.116293787525954,19.869347606201803,27.65628042568838,78.79721611371463,34.28216531801206
1983-11-05,38.68917340282945,18.674203588266213,27.321543872405023,76.4143048417084,32.0273346806457
1983-11-06,38.121941631249,17.60919887371551,26.319108569354654,71.64434330482807,31.00398494795975
1983-11-07,37.388484617891486,16.873718418862325,27.90969918546575,69.18568976487263,28.88226219445148
1983-11-08,36.97764191212498,16.53753774477879,24.234880387077695,68.30340212036202,29.048515339473184
1983-11-09,36.24136624124909,16.53479257339583,23.44646168361617,66.68768467594126,28.004081106143147
1983-11-10,36.23837390598861,17.13076171623014,23.74242932613612,74.52443800853895,31.53088727409747
1983-11-11,51.23866652391577,48.07070443145066,51.09248961569789,102.32717414116149,60.11897459515753
1983-11-12,64.60133412231009,84.72379118445768,98.6217626596698,132.50562958337616,54.69404917842774
1983-11-13,62.07138153151382,47.8347802376952,63.7150950805507,125.37085579783944,39.707759266665725
1983-11-14,55.47455985969813,38.665364208114205,54.371385560619586,111.17728510899053,36.176030658203665
1983-11-15,52.917513436903256,35.43221185542444,48.03143274888359,122.94588601058067,51.14540672854428
1983-11-16,77.26792793468908,60.254481589321266,80.03974561437276,324.5242635536854,142.28450311768177
1983-11-17,114.47893833798356,66.75253871855261,94.58969996166249,344.5205639933532,93.92578704236439
1983-11-18,104.00397933926654,50.29890171138146,77.70161794553388,270.9931307262244,73.88386340238856
1983-11-19,90.9328638771901,45.25749181618416,68.86160278408252,208.9031899684021,69.26339651760593
1983-11-20,90.8753716381757,46.009222711945775,67.97252140103093,178.62663871803545,65.82656252595253
1983-11-21,260.4209977191507,234.22778733339837,239.34011828245036,669.2297340892121,142.04825942371903
1983-11-22,249.51882030054566,131.10972598685302,197.83964703742015,579.0650145178005,98.83166143436391
1983-11-23,190.45505101352134,94.88440916719651,157.354611282054,407.2670522858374,85.10204634175467
1983-11-24,189.4696216220316,91.25448960622163,155.52330243504747,320.09887940712133,87.88823290716766
1983-11-25,607.6164407474063,260.3643249554908,491.801384063186,666.0677170469116,199.92663462463537
1983-11-26,544.4335717959989,165.01679617302003,378.1805486214123,654.3214756845744,177.32679938359166
1983-11-27,478.86612787275317,131.41547296285762,343.13005940970334,563.9069901148321,133.7726432915413
1983-11-28,483.541753131562,116.31785946525933,333.76259362201654,537.8563136654343,131.9031857483859
1983-11-29,1122.5238637342343,213.99705398797835,604.47182970814,793.8934118146449,195.68362097048512
1983-11-30,924.3509931363516,170.36304017949587,512.3061005758766,711.3707258356936,164.9155137208956
1983-12-01,692.712490770607,134.39535579867274,429.71387432727664,554.0161942401521,145.4447290770142
1983-12-02,575.8594825031255,115.71842017513632,369.9032554935986,434.60566510256695,126.7016378546668
1983-12-03,506.01815989542035,104.63787758215106,333.35012414654534,384.2775712171541,117.7389404173995
1983-12-04,458.23201507816293,98.41489504960248,307.80244529071825,370.88418583961266,143.84609430234127
1983-12-05,431.0563756916064,91.55364220397057,284.57001468406355,400.3067142239296,143.26908343062627
1983-12-06,586.728631709953,178.09347555301122,467.3171750839176,502.304488046782,144.03776632672415
1983-12-07,2030.8784471459367,537.9275662969491,1499.0079290580302,841.5139414597552,202.86583679613034
1983-12-08,1100.8374420237813,209.293441641192,834.0806592543142,659.2907736627919,175.35993261185237
1983-12-09,868.6012869421886,159.16345487297562,663.7272833524412,552.2717660547993,152.51602122330146
1983-12-10,752.4569734728417,137.06757685020239,576.1392386774912,465.07040237192876,138.0806357554802
1983-12-11,647.1474812328046,119.78032690856949,488.8775302498983,397.9820911852099,123.12921392852421
1983-12-12,626.9109003295633,121.70682106420372,464.2628432631906,572.5394987394451,202.28439202878218
1983-12-13,4414.053891497784,1046.55017490149,3383.101433351344,3646.4834570890325,850.3921205824822
1983-12-14,6230.009833379802,1428.4800172538144,3898.02765139736,4823.4980951256175,847.2450670612203
1983-12-15,3294.3907095157524,529.1756061805369,2310.121685002553,2749.00878005403,450.623067362867
1983-12-16,2149.9237507712,328.94216751633087,1568.3384430551496,1739.9410239432098,351.0150121128478
1983-12-17,1556.8589736151052,242.6360659626023,1164.5727724129308,1206.2937198238249,274.71273056381307
1983-12-18,1172.884614143018,201.3575916138495,898.9554463141743,877.533992673259,231.98177102259518
1983-12-19,827.9411895175863,170.14161877728682,720.3923868659865,692.7996701535847,203.46195237714105
1983-12-20,580.952441969951,122.03741927937814,525.0496151647874,544.7876614718582,174.67986084208857
1983-12-21,449.2658401502707,125.23127918305332,455.9934822354402,466.85844986645213,152.8939262211328
1983-12-22,466.65991226200066,144.19475047569355,416.41302570261144,434.51704502335326,179.87578473398747
1983-12-23,483.57290283432985,149.0600170392471,378.16256866618744,417.92360304837655,193.1178252975602
1983-12-24,375.33854032553046,118.41108091746871,333.86637213229574,389.6990822717711,154.29429945926847
1983-12-25,275.5659733679846,97.19243747994786,269.3716267242635,375.08691269108374,134.9275592005964
1983-12-26,284.32320895916297,99.76120355905101,267.3127473691752,371.51208098580116,119.72036776670153
1983-12-27,292.887353600265,101.06015980051865,278.534032535673,361.25981892669427,107.93317247810927
1983-12-28,301.19126336366935,116.05653774207747,337.4793047378547,367.98221254640475,159.1885208737941
1983-12-29,667.5229905723004,217.89473026796338,550.1861250461754,350.1675408654252,168.63312694866858
1983-12-30,450.1836705621209,133.55871392549778,369.3953110579579,339.95234111297185,106.80719695840827
1983-12-31,341.7328892994471,113.79058170977676,325.3869324742018,332.2087178026193,92.52539512562484
1984-01-01,309.0359690127325,97.13421115158309,294.839801828493,321.1250430280696,87.68603661294071
1984-01-02,292.6664864704363,92.25803983752952,259.71346684306434,301.58201399375207,84.83800003838995
1984-01-03,276.0919914166969,89.46830530752582,239.0571184364456,300.60569819032105,81.57418014978578
1984-01-04,267.8217689044394,85.3639372994458,226.60441293402192,286.14469377548227,79.99678984499091
1984-01-05,259.53031362282286,81.94327768398101,214.2239644815083,281.0082516640391,77.44150279508428
1984-01-06,234.50675933155335,77.8426655768008,200.99823451901352,273.3204073397352,73.92812025505698
1984-01-07,201.14187165205624,72.38674212017163,187.77802621936854,266.5091049956109,69.5334101585721
1984-01-08,184.5356353241636,67.6064974510281,164.06045686635724,256.316498152752,66.09536436393734
1984-01-09,176.2762352831149,64.86096242314945,156.08021285935322,241.05683608686903,62.63553866203685
1984-01-10,167.95798890299181,63.48055194696468,148.1177047888425,230.83083532909788,61.001233626006695
1984-01-11,167.99774515335292,60.7569252941013,140.20642154044845,224.82309386959082,54.582330991327986
1984-01-12,159.63688551088882,74.29640489781562,121.82508567633612,218.85700519955847,51.993942405379656
1984-01-13,168.0388268535672,68.91238885600005,130.47221225698848,209.54393094026977,50.37827404838333
1984-01-14,184.7975196686882,64.87207000478453,132.18610805317365,205.27010074970434,48.60850807803071
1984-01-15,184.73243978405353,59.08126558410839,120.878072954407,200.16333856837923,47.766265661236545
1984-01-16,176.31544900301958,58.033380361284124,111.25716719470645,193.39486755829185,46.89206576916405
1984-01-17,167.95798890299181,53.949925725425636,115.55131181884948,191.66190254530107,45.015705338057984
1984-01-18,159.61720908069424,51.22748604428844,113.79146993409051,191.62462390144916,44.13513188496538
1984-01-19,151.27319289623728,51.20481301820187,107.70032792487116,189.9361147805351,43.25260873081169
1984-01-20,151.31280793573214,51.19546893943858,104.19177630951386,187.40740653900428,42.337408231332674
1984-01-21,151.3331590240348,51.19546893943858,106.7742935009313,185.70817455165442,40.439660683816605
1984-01-22,151.3331590240348,51.19546893943858,107.64237718793072,186.52967958037925,37.577602991043285
1984-01-23,151.3331590240348,53.8998031770546,110.26678169753767,186.52591097979544,29.76776404998634
1984-01-24,159.71907504327282,60.674558639966854,159.9900918551,236.14984002424512,45.99658272118322
1984-01-25,502.27842471017635,146.98817008046507,393.3939476015469,301.32510514328396,74.58736145802422
1984-01-26,484.30189277106086,84.08763531514609,277.7175905626639,281.642114112081,65.20210293842156
1984-01-27,375.26964838455893,68.5087294184099,222.67602135430064,264.1013779552508,64.50228689228842
1984-01-28,292.23545783271,60.62848671127102,194.15114837015818,241.99546482033406,61.001233626006695
1984-01-29,259.25299824752335,56.28886130010871,170.26457179699793,219.06581214144785,49.78763899646738
1984-01-30,242.80513346644457,53.94903263655972,155.24128247519985,208.77354259582296,44.47791288292948
1984-01-31,226.20630151862918,52.57420895321914,142.01618870764614,206.9494636678752,43.04395410613497
1984-02-01,176.09622975399967,51.20942481464258,126.21416158175116,208.5802181604799,36.422848982443114
1984-02-02,167.86387166443672,53.90465769962377,149.698163183808,268.38398661725495,42.58992008418319
1984-02-03,176.37659204944782,60.674558639966854,207.4306918102277,219.7933050266081,42.622651812308646
1984-02-04,585.4099960427948,186.54681969373695,499.50982028743533,343.9260694313846,127.57269707388419
1984-02-05,417.41296825057833,118.2689922362885,352.90959882071706,336.70883540141654,97.30163959062769
1984-02-06,291.9849237376901,94.56475330917846,287.95119849485076,277.16855255317716,74.78776636827395
1984-02-07,242.47934517711744,81.37905837664802,247.20107743264307,229.59839007789537,67.91802594883833
1984-02-08,201.05536721250544,74.47309534391815,231.97524964598733,207.26951640814627,60.45649902528191
1984-02-09,201.25283400457104,67.62384643233929,228.29986023607205,185.11197321796328,59.093838799400565
1984-02-10,218.08756901946603,67.579648571984,215.08500947594834,175.68745557379964,60.367493296617816
1984-02-11,251.4953903903561,76.37269640126229,269.6092358114669,189.83298627973545,87.40554922915689
1984-02-12,751.1500997459602,88.6257167561729,394.2659950778303,281.5976932213515,89.93208237039873
1984-02-13,997.8583989064397,100.26342723552398,516.8510165633029,377.6682379073211,90.62282154004555
1984-02-14,2151.2593337087774,329.4806146637934,1086.5571682139396,769.8792963818871,109.23241785924378
1984-02-15,5207.53679772291,2282.3887561573283,3816.4229211393827,3075.358159363367,286.36346707443664
1984-02-16,4537.269823279445,1427.8883329179046,3621.23498661715,3234.3826493263946,256.99459153658125
1984-02-17,2649.3106564638083,640.5809875307197,2141.54823919183,2006.1563457226305,194.81702058115002
1984-02-18,2071.472946406493,417.92493139381736,1588.9673981098415,1306.1573950047355,168.79817590868234
1984-02-19,1623.9688867806224,358.3439687258713,1290.1579083972993,1019.883627101187,155.87972913920893
1984-02-20,1436.667519459759,452.806811932501,1216.572135970322,1019.9052219511848,148.18660220269845
1984-02-21,1182.4041134436043,305.2478501755664,996.3526697148595,830.7248735901503,134.6489698675622
1984-02-22,985.1654424493595,239.66094630639984,824.7522148304355,670.6268901612267,123.4639312507847
1984-02-23,853.8342874503511,209.53146387007456,710.4631105103907,573.5991296348318,118.3102812604872
1984-02-24,774.266126095408,253.1727053249077,670.109584082335,971.8995362383134,144.87944034581258
1984-02-25,720.9009029137793,234.68370475019972,618.3466523345411,1004.4263916627817,126.03775325672159
1984-02-26,728.6759155319727,208.68164379453086,565.7412485295848,791.0743676322337,116.26127928984963
1984-02-27,601.0852183082144,176.99695699345688,493.95106465258664,624.2272623472963,111.0912929120091
1984-02-28,639.5225261732986,177.50394343643813,507.55851264054434,567.3028244649398,107.24190719543425
1984-02-29,665.4658991787502,186.98756922059692,561.8382461623062,547.6525656119411,104.07853476983085
1984-03-01,528.9930707388539,141.82678705376128,412.2326602298814,468.4117077833615,100.97483872918575
1984-03-02,463.07722979603795,130.25850119784906,363.20781713672784,422.5578177532834,100.44468535991129
1984-03-03,430.29378092750085,120.03417243988063,317.6058561724036,380.8838204457648,95.28066955455554
1984-03-04,405.6364622370109,138.341379291122,295.68587177212265,353.3806630485171,90.99133296010166
1984-03-05,397.4521114094533,105.0942805339005,284.2704972105949,338.3895979617611,89.56825779144337
1984-03-06,405.76966057112986,122.72534521304156,304.31206920897074,332.56873021690876,87.99502687158198
1984-03-07,356.1511069487435,103.71374082257259,271.15346698444995,319.2187968289729,85.3829627509166
1984-03-08,290.0180813643696,102.35584292388943,236.23495437355814,301.69079128793896,83.72228701957799
1984-03-09,248.76886251055754,93.52140960192804,205.63956487370984,293.3560499794522,85.76218662653004
1984-03-10,224.05398728828766,88.76590721160423,202.08829994204922,290.8653607094585,80.19912490423522
1984-03-11,207.5650499297145,90.78905959893102,191.59149248410182,275.83542396923224,78.4850074869682
1984-03-12,199.33069375182154,83.3280906892773,175.01562660781366,269.1624354342659,75.03961255364607
1984-03-13,207.66108907706212,75.18827724947556,178.47433339232612,263.32707507069244,76.20226298709692
1984-03-14,215.95447227393822,88.05586520347278,182.81791543293593,269.1828361043997,76.31705157442757
1984-03-15,240.8022555739323,83.3143955386704,187.18422542399713,260.8280701357779,73.45615514810201
1984-03-16,293.78291410509087,89.42348141019184,229.91086254192376,285.0577564463524,80.15012511276292
1984-03-17,456.6968362582129,100.95265795435273,291.5500347178662,316.7911353269671,90.24002789359632
1984-03-18,366.98121458153497,90.11777483339479,253.10877628298286,308.402508087794,88.57347526473102
1984-03-19,369.35622285413496,90.79647819132559,268.31575354500126,323.4223018537399,95.52503990840937
1984-03-20,445.5645541277069,108.42098696525738,373.12345262385406,358.494407957145,122.35720708886713
1984-03-21,807.1512465635743,180.37566355470491,607.2014756929786,579.6874494758476,129.5315532290765
1984-03-22,1015.6602834186082,221.90886429544173,753.2433755940443,847.2795905512376,120.87022952104766
1984-03-23,849.8765793788904,155.4390779124053,621.5595545255026,702.6413661280463,111.99549269105752
1984-03-24,758.3490559844114,128.2557316603335,546.4977117482999,548.2750702417648,107.32614410409198
1984-03-25,700.1668677436784,119.3643934430849,502.0424157360602,467.4965099466836,104.34118325300226
1984-03-26,630.2715171328153,118.65710172531642,467.91045463028564,415.87574223247776,101.12186396772984
1984-03-27,552.8838678612507,115.93483044025574,426.04687669248807,383.39237704881083,96.90781736040601
1984-03-28,526.6694943883722,121.3604709064664,411.90028259570124,416.83447105390024,117.03919440709474
1984-03-29,526.8192743287116,114.57716895768964,411.3184004137716,475.2672453740115,127.85365260726438
1984-03-30,495.4743131787168,113.89749925243378,409.2931755153015,456.0103055462797,111.43532908761561
1984-03-31,483.95558385739446,108.46334148327948,382.81576211753617,411.7483476733416,110.6952943396645
1984-04-01,491.4541740612489,107.1013832654246,392.8337119290703,394.2538155068342,127.29958849061418
1984-04-02,594.6989332863451,117.9508159189515,452.67055486844777,427.6827902876995,146.65796766714493
1984-04-03,735.6400477358072,133.56692454775552,567.2701802658878,501.12726245845306,162.89819313496747
1984-04-04,883.6378656819612,146.48819961538484,633.4319155585287,667.9418341864487,208.67555969240243
1984-04-05,2068.0240398437727,3341.9345138524554,4454.924905049704,6119.798154319804,879.4689059027774
1984-04-06,2943.300256400292,1351.4134716543365,4025.965557087578,6985.953056485724,828.2095123034253
1984-04-07,2357.1645035484275,576.8647320950124,2301.9031626116976,3134.420566402193,437.8980274597381
1984-04-08,1708.7110983571074,365.82022205922163,1556.7791939233107,1865.053470902701,315.52923050723894
1984-04-09,1299.5430185765667,278.85423202003057,1173.1504325321575,1305.8975565243463,269.42671700382556
1984-04-10,1062.3566084644694,247.36976616163196,964.4032619861352,1000.1633789103587,224.85997288966917
1984-04-11,906.7936607288607,224.1649084151687,819.9955406494153,837.2346197556374,194.47117346441487
1984-04-12,775.5147919621872,218.68396604301202,729.8989564455189,730.7642348214715,179.67633231015236
1984-04-13,683.5758246514193,218.66026118458896,691.4147098653085,661.6952463199627,163.91911261792427
1984-04-14,924.6145008845424,210.50021601370975,805.4393604738665,616.75331820211,152.96960281623552
1984-04-15,1500.6870054931683,271.6679994985849,1017.4695500135006,676.0424405328067,179.48079832968008
1984-04-16,2386.4491512680015,1020.7468105847892,2872.644494256703,940.3896916482237,210.2651176642498
1984-04-17,3072.5093236787957,544.6776648669604,2778.4357942331067,1211.890073068806,195.9613728450558
1984-04-18,2208.921058296673,381.3305832172312,2040.4313825930374,1146.5125750374602,193.4148613335206
1984-04-19,1979.482737294315,306.0673656507298,1711.171537070198,1004.7263143827744,181.7403936079543
1984-04-20,1710.0521796675612,251.48038407246395,1446.0738076026432,936.4999801584938,165.85359618960828
1984-04-21,1349.2807040935722,210.59173962380206,1161.892556765992,792.4058856266778,152.89994651385874
1984-04-22,1086.9735690430955,176.54186556461812,949.575537861855,666.6149395733592,143.224687921564
1984-04-23,956.0941381813096,196.86710051010323,834.6035826082017,635.0662607502327,146.01883271667316
1984-04-24,981.3357822501142,190.06124340007986,775.6113896442906,627.6491354828463,146.43765568356415
1984-04-25,989.7315901655511,169.69225451456265,740.9395980593941,768.6315887590328,142.085417629091
1984-04-26,833.1872646698965,149.29495216152822,638.5127205660287,714.3354596721067,128.51258827016133
1984-04-27,693.2893126581401,135.683345759804,563.6498835093053,604.1931247382979,120.57889137932929
1984-04-28,622.7557752496609,128.86809467546556,514.2319382529798,525.0318205880222,120.64527336662314
1984-04-29,610.6706475152425,142.42710435760014,497.75615577590105,553.503651280251,121.06027283653656
1984-04-30,548.0640135466449,135.6448612929525,457.64542688042,511.8138330583904,120.2192569435051
1984-05-01,520.924460324279,127.50507502351694,430.1408363896362,470.0972334622288,118.49698112944039
1984-05-02,459.9328737865024,116.63388771206483,391.09587455405097,423.4060207385312,117.72941795831882
1984-05-03,425.35135015770027,107.11895203151808,366.3912024283791,428.4642996829451,152.75962733570665
1984-05-04,1131.8658832011185,409.4334670760223,1099.5209706555634,1425.97055660356,220.11611946615352
1984-05-05,1015.078049175473,224.15809211623093,883.4253533397388,1312.5419550669126,310.15676686181513
1984-05-06,865.9059856784146,174.61053079976938,785.8722798696385,965.3689338106852,269.5290333486095
1984-05-07,775.6329550487284,165.62531013973845,698.6214122142179,743.058375169591,235.48300858018513
1984-05-08,729.8010924607989,181.20082498765544,686.5351942071567,739.170950846099,222.55004160391516
1984-05-09,941.0146586686668,200.90738079667116,766.0889651370303,1036.9547510214836,201.56740529223978
1984-05-10,764.3844539679275,167.6506625749091,629.4373479054145,881.701348911897,165.92581366616704
1984-05-11,661.2863539780803,158.80997136551883,558.0651918128247,717.3835692376878,156.81872118212578
1984-05-12,805.1528451583995,166.24639290702405,649.0250499816354,649.169291893288,153.05471909094462
1984-05-13,941.0843117228058,170.3201380259285,664.447641428839,635.1183519492486,143.6522836944568
1984-05-14,1870.4477809144696,185.27337309386553,997.955615208211,662.6931423357144,148.6133733935645
1984-05-15,1523.1141352830007,170.3463198555743,852.1203803803008,595.9531087121676,131.748314511796
1984-05-16,1382.5378902858633,165.59176515725815,803.7028347741375,531.7378332908438,123.63607318219611
1984-05-17,1144.7414553923638,151.99291763973358,704.124351073054,475.9045059248233,117.7225880848839
1984-05-18,947.7487390982724,143.8298233550439,618.5490177952986,432.5730215434413,112.2108514915226
1984-05-19,841.2611144019306,137.70182644754766,562.9840419301948,434.2984600205632,113.65058081516244
1984-05-20,774.106940792573,132.2593603248199,536.4281451088156,453.5217303662191,110.32562102612283
1984-05-21,924.3474481559978,147.86290315638192,642.7993520031087,597.8860655854826,115.77023452918087
1984-05-22,677.7850406358648,123.4341679677929,484.56247065775904,526.0157329797661,100.543923127532
1984-05-23,688.6321548051653,132.92967790359972,562.7008401707102,539.3229583493373,121.45089373463942
1984-05-24,900.0551876629982,160.74936547159294,631.8020806958874,666.1737605750343,127.38358051965355
1984-05-25,651.5424603153723,129.5539054359356,514.3127710221916,550.9564351038792,101.47068647802578
1984-05-26,590.554564768553,123.44206963649859,484.18159753194317,473.35450401022956,98.61291389037143
1984-05-27,569.5128463097651,123.4120813327579,451.42496883530225,457.6018164433642,97.05546196493556
1984-05-28,1122.969531667327,180.4302965695981,802.4451655249063,529.4293984655229,109.9553265127362
1984-05-29,5388.785612181256,1743.4507523639288,4971.31223904552,3849.602847966021,621.633505501798
1984-05-30,6054.677403667197,1384.1973459755943,5167.438990528155,3970.642869584416,703.4705138147832
1984-05-31,3822.7422212699958,625.4765203633779,2915.400495476165,2496.2975818107807,414.89910888200353
1984-06-01,2327.6258410559044,351.2570791608281,1696.3377537324097,1709.142077199001,277.2156984294298
1984-06-02,1673.511913994519,246.23812339056096,1238.8889912674445,1175.3407164210857,215.827606702633
1984-06-03,1246.6425075964626,196.66227938540462,942.3248722101407,896.6614602636405,193.2206613165712
1984-06-04,1025.0039654051477,174.65395467720938,753.9826277480436,752.5315291333676,175.44543656058576
1984-06-05,799.027544975435,160.2694739848663,599.6741228455267,628.821438236203,156.70611255061752
1984-06-06,657.2389860847418,141.22519053953584,499.5891232843971,541.836424382646,143.69039977705836
1984-06-07,566.4759389664332,124.91051918216576,425.76544563210575,490.78178905295033,135.214366159054
1984-06-08,478.5572441068731,110.6344913900722,360.65234552306976,440.8031758799738,124.46428196324808
1984-06-09,403.293444941112,98.40754070193748,309.60164527317795,390.66922651418463,117.73797411327412
1984-06-10,360.13436452248635,90.24915923562763,271.06251405694536,348.3129481267406,111.34100117659685
1984-06-11,303.1338039921378,80.75989950647212,237.4184718757773,312.9145200370466,106.01719724141545
1984-06-12,247.636215752326,73.98000272268065,203.00854928396728,272.90003755754935,99.5300117110577
1984-06-13,215.53121629865547,71.24900583236575,179.5378704316574,255.39296474718319,97.18111164024631
1984-06-14,206.00735346989845,73.92165972879623,181.63341190645536,287.5769665699759,96.30147598578779
1984-06-15,193.9576382122175,65.83979794027937,155.47073456856316,273.8042494535598,90.5273760428805
1984-06-16,167.27427139877685,61.7886041644795,133.91029619334734,248.52653781464537,85.75539028425548
1984-06-17,151.14334056898113,57.72441723498703,123.36621638747806,235.63729179071225,89.32653405873974
1984-06-18,155.29309219330443,64.43320014266752,132.25071352519703,324.04421883907764,113.47975224562249
1984-06-19,201.53805746911044,65.78577037575246,143.82240118949164,411.04924509353344,111.98090212619812
1984-06-20,159.26221589505968,55.71221880028366,108.15268665573537,350.5188150010689,83.22091233884335
1984-06-21,130.0559481568757,50.31392176836594,93.03949706808072,284.1690916871867,78.71522017191941
1984-06-22,116.39428596005226,46.92065554172774,87.29542409259815,232.91474908825427,76.4742928569311
1984-06-23,114.86092902387317,44.214873393667396,85.45821271397563,201.90481760719788,75.39368703155692
1984-06-24,110.83123529933357,58.306391793414,87.79424885303735,226.14083132075882,126.51131951200047
1984-06-25,145.7889505781605,102.09760612956605,198.3700995508534,339.5500473379413,156.57023449714956
1984-06-26,130.27664722894522,55.77232298159943,109.40624460107269,298.168285957183,86.65042851591075
1984-06-27,105.04654230795208,46.345849555422056,87.62754164149987,251.20414735472224,77.21384573481888
1984-06-28,99.43730974379558,42.21079790601455,84.91024229096284,205.61564476871513,77.68481223591162
1984-06-29,92.99451602512518,39.497152935359594,77.1175291977499,179.1326387373587,76.06498924468181
1984-06-30,92.20785523678283,57.60739560475721,107.65211541252827,762.1454115735834,123.61411372164932
1984-07-01,107.69042173255735,94.66533643548937,143.42516810585448,1166.8138473839758,151.0641639576877
1984-07-02,127.1714076556448,83.37394597747962,144.37371277966542,1190.495312277599,144.34214709782083
1984-07-03,105.13199548212033,58.497426946073965,116.39105935766209,797.1254571973838,140.74515862167323
1984-07-04,92.93622422011848,54.390304499302616,104.24712893716568,599.0113220102478,132.92286320849618
1984-07-05,93.00902061849541,46.935109961881864,96.30359820518046,460.98369360296533,134.44911707508186
1984-07-06,107.68831370898043,48.253565622135724,116.3336753591931,482.4732185632751,185.75826467718332
1984-07-07,253.7509927189171,145.25255323636975,353.2764745865895,1932.131591782525,288.30502487946546
1984-07-08,177.08647081540755,103.71583843740551,200.82326555906917,1501.1540873720787,212.18957430265507
1984-07-09,121.01447581908498,74.80137211184724,146.87040898460157,869.3780919035787,162.7235191416256
1984-07-10,101.75339541277859,64.56054411679641,123.5230029774979,617.1108515201867,147.39124407325616
1984-07-11,97.83629232518437,59.76801149645372,116.37739618602653,633.541544177981,167.56291977794695
1984-07-12,232.6865135289369,90.7099730639199,141.9304103917776,872.5965727590826,150.80677540090585
1984-07-13,149.58911412059948,63.15818323321351,105.91086687861608,611.1037307992085,121.3919173696837
1984-07-14,108.11027215035496,54.41361289491764,88.13955301502922,468.94037730633784,113.16748056556507
1984-07-15,92.07245211180985,48.96106806601564,83.10321039325567,381.42600985208674,108.27855272874226
1984-07-16,90.56141481274555,46.91469545186339,73.89753841318955,345.1203656924789,122.4207617748756
1984-07-17,77.56890026820581,44.88326457606814,70.84453736737457,336.8751421154341,104.52404077980697
1984-07-18,176.8321479694706,54.20923880806873,122.77481687397099,628.7203263221911,206.53915554794398
1984-07-19,226.8199115360437,50.73424122121458,106.42030375864178,649.5254844242675,160.4154196063367
1984-07-20,129.98008521680396,43.82890813629465,81.07253597683177,480.4770357109896,117.53886699296973
1984-07-21,115.45630463080329,45.68604852371927,197.38466300876135,385.47462157972086,111.95498327571899
1984-07-22,207.39526428502845,43.66025515466999,194.03518497678493,329.44343729459973,105.96648374402686
